日期,景点名称,天气状况,温度,建议,预计客流量,最佳营业时间
2013-02-20,解放广场,大雨,6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4335,09:00-18:00
2013-02-21,解放广场,多云,20,,3913,09:00-18:00
2013-02-22,解放广场,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6977,09:00-18:00
2013-02-23,解放广场,大雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2297,09:00-18:00
2013-02-24,解放广场,雪,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,4051,09:00-18:00
2013-02-25,解放广场,晴,6,,8635,09:00-18:00
2013-02-26,解放广场,大雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5988,09:00-18:00
2013-02-27,解放广场,雪,25,,1924,09:00-18:00
2013-02-28,解放广场,多云,24,,8356,09:00-18:00
2013-03-01,解放广场,小雨,13,,7244,09:00-18:00
2013-03-02,解放广场,中雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5030,09:00-18:00
2013-03-03,解放广场,多云,12,,8232,09:00-18:00
2013-03-04,解放广场,大雨,28,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5760,09:00-18:00
2013-03-05,解放广场,多云,5,,4784,09:00-18:00
2013-03-06,解放广场,中雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1889,09:00-18:00
2013-03-07,解放广场,大雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8609,09:00-18:00
2013-03-08,解放广场,中雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3092,09:00-18:00
2013-03-09,解放广场,晴,11,,8333,09:00-18:00
2013-03-10,解放广场,阴,9,,3200,09:00-18:00
2013-03-11,解放广场,中雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9052,09:00-18:00
2013-03-12,解放广场,阴,26,,3221,09:00-18:00
2013-03-13,解放广场,阴,34,,535,09:00-18:00
2013-03-14,解放广场,阴,11,,2004,09:00-18:00
2013-03-15,解放广场,阴,14,,4683,09:00-18:00
2013-03-16,解放广场,中雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,658,09:00-18:00
2013-03-17,解放广场,阴,32,,8773,09:00-18:00
2013-03-18,解放广场,晴,9,,2003,09:00-18:00
2013-03-19,解放广场,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7523,09:00-18:00
2013-03-20,解放广场,雪,13,,5683,09:00-18:00
2013-03-21,解放广场,多云,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,9570,09:00-18:00
2013-03-22,解放广场,阴,22,,3838,09:00-18:00
2013-03-23,解放广场,大雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2977,09:00-18:00
2013-03-24,解放广场,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2308,09:00-18:00
2013-03-25,解放广场,多云,25,,7951,09:00-18:00
2013-03-26,解放广场,中雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3599,09:00-18:00
2013-03-27,解放广场,雪,10,,9808,09:00-18:00
2013-03-28,解放广场,晴,23,,9687,09:00-18:00
2013-03-29,解放广场,阴,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,3274,09:00-18:00
2013-03-30,解放广场,雪,19,,7945,09:00-18:00
2013-03-31,解放广场,小雨,33,,9463,09:00-18:00
2013-04-01,解放广场,大雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5425,09:00-18:00
2013-04-02,解放广场,小雨,14,,7514,09:00-18:00
2013-04-03,解放广场,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2008,09:00-18:00
2013-04-04,解放广场,晴,32,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,3951,09:00-18:00
2013-04-05,解放广场,晴,35,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,6694,09:00-18:00
2013-04-06,解放广场,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6565,09:00-18:00
2013-04-07,解放广场,阴,27,,3082,09:00-18:00
2013-04-08,解放广场,中雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5466,09:00-18:00
2013-04-09,解放广场,雪,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,7196,09:00-18:00
2013-04-10,解放广场,小雨,1,,7707,09:00-18:00
2013-04-11,解放广场,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7870,09:00-18:00
2013-04-12,解放广场,多云,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,8453,09:00-18:00
2013-04-13,解放广场,中雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2875,09:00-18:00
2013-04-14,解放广场,小雨,2,,5629,09:00-18:00
2013-04-15,解放广场,晴,28,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,4378,09:00-18:00
2013-04-16,解放广场,大雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3355,09:00-18:00
2013-04-17,解放广场,大雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2383,09:00-18:00
2013-04-18,解放广场,小雨,6,,776,09:00-18:00
2013-04-19,解放广场,中雨,0,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6817,09:00-18:00
2013-04-20,解放广场,阴,23,,553,09:00-18:00
2013-04-21,解放广场,中雨,21,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6935,09:00-18:00
2013-04-22,解放广场,阴,22,,5613,09:00-18:00
2013-04-23,解放广场,中雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1256,09:00-18:00
2013-04-24,解放广场,小雨,7,,8833,09:00-18:00
2013-04-25,解放广场,多云,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,7543,09:00-18:00
2013-04-26,解放广场,阴,8,,8239,09:00-18:00
2013-04-27,解放广场,阴,12,,3128,09:00-18:00
2013-04-28,解放广场,小雨,25,,6503,09:00-18:00
2013-04-29,解放广场,晴,25,,4280,09:00-18:00
2013-04-30,解放广场,小雨,15,,2419,09:00-18:00
2013-05-01,解放广场,多云,26,,8277,09:00-18:00
2013-05-02,解放广场,大雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2396,09:00-18:00
2013-05-03,解放广场,小雨,13,,9075,09:00-18:00
2013-05-04,解放广场,阴,23,,8669,09:00-18:00
2013-05-05,解放广场,多云,10,,5929,09:00-18:00
2013-05-06,解放广场,晴,12,,5403,09:00-18:00
2013-05-07,解放广场,中雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9696,09:00-18:00
2013-05-08,解放广场,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5083,09:00-18:00
2013-05-09,解放广场,中雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2301,09:00-18:00
2013-05-10,解放广场,多云,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,5579,09:00-18:00
2013-05-11,解放广场,晴,3,,4399,09:00-18:00
2013-05-12,解放广场,晴,22,,8460,09:00-18:00
2013-05-13,解放广场,阴,25,,7583,09:00-18:00
2013-05-14,解放广场,晴,9,,6467,09:00-18:00
2013-05-15,解放广场,雪,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,7691,09:00-18:00
2013-05-16,解放广场,多云,9,,4765,09:00-18:00
2013-05-17,解放广场,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,7068,09:00-18:00
2013-05-18,解放广场,雪,28,,4433,09:00-18:00
2013-05-19,解放广场,多云,27,,6622,09:00-18:00
2013-05-20,解放广场,大雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8579,09:00-18:00
2013-05-21,解放广场,小雨,32,,3263,09:00-18:00
2013-05-22,解放广场,多云,10,,2056,09:00-18:00
2013-05-23,解放广场,晴,4,,9308,09:00-18:00
2013-05-24,解放广场,阴,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,2480,09:00-18:00
2013-05-25,解放广场,雪,5,,7416,09:00-18:00
2013-05-26,解放广场,大雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5154,09:00-18:00
2013-05-27,解放广场,多云,28,,4065,09:00-18:00
2013-05-28,解放广场,雪,29,,9228,09:00-18:00
2013-05-29,解放广场,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,3036,09:00-18:00
2013-05-30,解放广场,中雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3918,09:00-18:00
2013-05-31,解放广场,小雨,2,,4402,09:00-18:00
2013-06-01,解放广场,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,639,09:00-18:00
2013-06-02,解放广场,小雨,1,,6082,09:00-18:00
2013-06-03,解放广场,晴,20,,2940,09:00-18:00
2013-06-04,解放广场,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1021,09:00-18:00
2013-06-05,解放广场,多云,12,,6007,09:00-18:00
2013-06-06,解放广场,多云,8,,4519,09:00-18:00
2013-06-07,解放广场,雪,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,7179,09:00-18:00
2013-06-08,解放广场,雪,21,,6329,09:00-18:00
2013-06-09,解放广场,多云,23,,1867,09:00-18:00
2013-06-10,解放广场,小雨,13,,9034,09:00-18:00
2013-06-11,解放广场,晴,25,,5476,09:00-18:00
2013-06-12,解放广场,阴,19,,6775,09:00-18:00
2013-06-13,解放广场,小雨,16,,8033,09:00-18:00
2013-06-14,解放广场,大雨,21,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3151,09:00-18:00
2013-06-15,解放广场,中雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,727,09:00-18:00
2013-06-16,解放广场,阴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,9350,09:00-18:00
2013-06-17,解放广场,多云,26,,4487,09:00-18:00
2013-06-18,解放广场,大雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2540,09:00-18:00
2013-06-19,解放广场,中雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1345,09:00-18:00
2013-06-20,解放广场,中雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6188,09:00-18:00
2013-06-21,解放广场,晴,22,,6613,09:00-18:00
2013-06-22,解放广场,雪,14,,8219,09:00-18:00
2013-06-23,解放广场,小雨,34,,8886,09:00-18:00
2013-06-24,解放广场,晴,2,,6141,09:00-18:00
2013-06-25,解放广场,阴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,9478,09:00-18:00
2013-06-26,解放广场,小雨,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,9980,09:00-18:00
2013-06-27,解放广场,多云,17,,9111,09:00-18:00
2013-06-28,解放广场,晴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,6202,09:00-18:00
2013-06-29,解放广场,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3108,09:00-18:00
2013-06-30,解放广场,阴,4,,4164,09:00-18:00
2013-07-01,解放广场,多云,20,,8418,09:00-18:00
2013-07-02,解放广场,小雨,19,,9238,09:00-18:00
2013-07-03,解放广场,晴,27,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,3141,09:00-18:00
2013-07-04,解放广场,多云,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,9062,09:00-18:00
2013-07-05,解放广场,晴,2,,2548,09:00-18:00
2013-07-06,解放广场,中雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2503,09:00-18:00
2013-07-07,解放广场,多云,13,,1742,09:00-18:00
2013-07-08,解放广场,晴,10,,1609,09:00-18:00
2013-07-09,解放广场,大雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5840,09:00-18:00
2013-07-10,解放广场,多云,23,,3560,09:00-18:00
2013-07-11,解放广场,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8481,09:00-18:00
2013-07-12,解放广场,晴,11,,7864,09:00-18:00
2013-07-13,解放广场,阴,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,7091,09:00-18:00
2013-07-14,解放广场,晴,34,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,9878,09:00-18:00
2013-07-15,解放广场,中雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1570,09:00-18:00
2013-07-16,解放广场,中雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3430,09:00-18:00
2013-07-17,解放广场,雪,10,,2508,09:00-18:00
2013-07-18,解放广场,中雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3215,09:00-18:00
2013-07-19,解放广场,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,3465,09:00-18:00
2013-07-20,解放广场,小雨,35,,9821,09:00-18:00
2013-07-21,解放广场,晴,33,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,4889,09:00-18:00
2013-07-22,解放广场,雪,34,,4959,09:00-18:00
2013-07-23,解放广场,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4807,09:00-18:00
2013-07-24,解放广场,雪,11,,656,09:00-18:00
2013-07-25,解放广场,小雨,6,,646,09:00-18:00
2013-07-26,解放广场,多云,8,,6720,09:00-18:00
2013-07-27,解放广场,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,5162,09:00-18:00
2013-07-28,解放广场,雪,25,,7670,09:00-18:00
2013-07-29,解放广场,大雨,28,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1356,09:00-18:00
2013-07-30,解放广场,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1622,09:00-18:00
2013-07-31,解放广场,小雨,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,8864,09:00-18:00
2013-08-01,解放广场,晴,9,,5825,09:00-18:00
2013-08-02,解放广场,小雨,17,,6022,09:00-18:00
2013-08-03,解放广场,多云,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,2849,09:00-18:00
2013-08-04,解放广场,晴,0,,1406,09:00-18:00
2013-08-05,解放广场,大雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8522,09:00-18:00
2013-08-06,解放广场,雪,32,,3788,09:00-18:00
2013-08-07,解放广场,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,988,09:00-18:00
2013-08-08,解放广场,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,7404,09:00-18:00
2013-08-09,解放广场,阴,6,,8425,09:00-18:00
2013-08-10,解放广场,雪,22,,5224,09:00-18:00
2013-08-11,解放广场,雪,5,,4323,09:00-18:00
2013-08-12,解放广场,雪,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,5650,09:00-18:00
2013-08-13,解放广场,大雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4608,09:00-18:00
2013-08-14,解放广场,阴,4,,2369,09:00-18:00
2013-08-15,解放广场,多云,20,,2493,09:00-18:00
2013-08-16,解放广场,小雨,18,,5948,09:00-18:00
2013-08-17,解放广场,雪,9,,5075,09:00-18:00
2013-08-18,解放广场,多云,31,,587,09:00-18:00
2013-08-19,解放广场,大雨,7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4213,09:00-18:00
2013-08-20,解放广场,雪,24,,5897,09:00-18:00
2013-08-21,解放广场,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,912,09:00-18:00
2013-08-22,解放广场,小雨,33,,8056,09:00-18:00
2013-08-23,解放广场,阴,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,2802,09:00-18:00
2013-08-24,解放广场,中雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9085,09:00-18:00
2013-08-25,解放广场,大雨,0,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9132,09:00-18:00
2013-08-26,解放广场,大雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7882,09:00-18:00
2013-08-27,解放广场,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5393,09:00-18:00
2013-08-28,解放广场,小雨,33,,7941,09:00-18:00
2013-08-29,解放广场,阴,27,,5462,09:00-18:00
2013-08-30,解放广场,中雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1603,09:00-18:00
2013-08-31,解放广场,阴,18,,6377,09:00-18:00
2013-09-01,解放广场,阴,29,,814,09:00-18:00
2013-09-02,解放广场,中雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6877,09:00-18:00
2013-09-03,解放广场,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8239,09:00-18:00
2013-09-04,解放广场,阴,34,,8559,09:00-18:00
2013-09-05,解放广场,雪,26,,2951,09:00-18:00
2013-09-06,解放广场,小雨,34,,2711,09:00-18:00
2013-09-07,解放广场,多云,9,,4909,09:00-18:00
2013-09-08,解放广场,雪,4,,596,09:00-18:00
2013-09-09,解放广场,小雨,29,,5481,09:00-18:00
2013-09-10,解放广场,大雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9773,09:00-18:00
2013-09-11,解放广场,晴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,1971,09:00-18:00
2013-09-12,解放广场,晴,14,,4479,09:00-18:00
2013-09-13,解放广场,小雨,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,4400,09:00-18:00
2013-09-14,解放广场,小雨,8,,1798,09:00-18:00
2013-09-15,解放广场,阴,8,,7429,09:00-18:00
2013-09-16,解放广场,阴,1,,8006,09:00-18:00
2013-09-17,解放广场,阴,3,,6877,09:00-18:00
2013-09-18,解放广场,晴,4,,3698,09:00-18:00
2013-09-19,解放广场,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,2356,09:00-18:00
2013-09-20,解放广场,多云,25,,9150,09:00-18:00
2013-09-21,解放广场,中雨,0,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,584,09:00-18:00
2013-09-22,解放广场,多云,13,,8285,09:00-18:00
2013-09-23,解放广场,阴,30,,1615,09:00-18:00
2013-09-24,解放广场,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2062,09:00-18:00
2013-09-25,解放广场,中雨,6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7458,09:00-18:00
2013-09-26,解放广场,晴,11,,8138,09:00-18:00
2013-09-27,解放广场,多云,22,,7796,09:00-18:00
2013-09-28,解放广场,阴,9,,4729,09:00-18:00
2013-09-29,解放广场,多云,33,,7035,09:00-18:00
2013-09-30,解放广场,大雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2865,09:00-18:00
2013-10-01,解放广场,中雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4162,09:00-18:00
2013-10-02,解放广场,中雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3873,09:00-18:00
2013-10-03,解放广场,多云,32,,4544,09:00-18:00
2013-10-04,解放广场,大雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6632,09:00-18:00
2013-10-05,解放广场,小雨,11,,2047,09:00-18:00
2013-10-06,解放广场,雪,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,2860,09:00-18:00
2013-10-07,解放广场,大雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8044,09:00-18:00
2013-10-08,解放广场,小雨,28,,8221,09:00-18:00
2013-10-09,解放广场,多云,13,,3095,09:00-18:00
2013-10-10,解放广场,雪,15,,9182,09:00-18:00
2013-10-11,解放广场,多云,25,,674,09:00-18:00
2013-10-12,解放广场,大雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5804,09:00-18:00
2013-10-13,解放广场,小雨,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,7254,09:00-18:00
2013-10-14,解放广场,雪,2,,4814,09:00-18:00
2013-10-15,解放广场,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,1448,09:00-18:00
2013-10-16,解放广场,阴,4,,3077,09:00-18:00
2013-10-17,解放广场,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1553,09:00-18:00
2013-10-18,解放广场,阴,18,,3157,09:00-18:00
2013-10-19,解放广场,中雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6210,09:00-18:00
2013-10-20,解放广场,雪,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,1146,09:00-18:00
2013-10-21,解放广场,晴,2,,4450,09:00-18:00
2013-10-22,解放广场,大雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2522,09:00-18:00
2013-10-23,解放广场,大雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9877,09:00-18:00
2013-10-24,解放广场,多云,5,,9107,09:00-18:00
2013-10-25,解放广场,晴,28,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,8566,09:00-18:00
2013-10-26,解放广场,大雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,572,09:00-18:00
2013-10-27,解放广场,多云,21,,9564,09:00-18:00
2013-10-28,解放广场,阴,5,,8672,09:00-18:00
2013-10-29,解放广场,阴,21,,2912,09:00-18:00
2013-10-30,解放广场,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,2671,09:00-18:00
2013-10-31,解放广场,多云,11,,8196,09:00-18:00
2013-11-01,解放广场,小雨,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,5181,09:00-18:00
2013-11-02,解放广场,雪,8,,2349,09:00-18:00
2013-11-03,解放广场,阴,25,,4880,09:00-18:00
2013-11-04,解放广场,大雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9515,09:00-18:00
2013-11-05,解放广场,多云,6,,3654,09:00-18:00
2013-11-06,解放广场,中雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2843,09:00-18:00
2013-11-07,解放广场,中雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7857,09:00-18:00
2013-11-08,解放广场,阴,28,,7432,09:00-18:00
2013-11-09,解放广场,多云,22,,9969,09:00-18:00
2013-11-10,解放广场,小雨,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,8352,09:00-18:00
2013-11-11,解放广场,阴,35,,3459,09:00-18:00
2013-11-12,解放广场,晴,2,,3228,09:00-18:00
2013-11-13,解放广场,小雨,33,,9514,09:00-18:00
2013-11-14,解放广场,大雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3276,09:00-18:00
2013-11-15,解放广场,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,5044,09:00-18:00
2013-11-16,解放广场,小雨,21,,7525,09:00-18:00
2013-11-17,解放广场,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8181,09:00-18:00
2013-11-18,解放广场,中雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6727,09:00-18:00
2013-11-19,解放广场,多云,34,,1010,09:00-18:00
2013-11-20,解放广场,多云,7,,6386,09:00-18:00
2013-11-21,解放广场,晴,17,,7975,09:00-18:00
2013-11-22,解放广场,雪,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,5916,09:00-18:00
2013-11-23,解放广场,雪,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,1158,09:00-18:00
2013-11-24,解放广场,阴,5,,7794,09:00-18:00
