日期,景点名称,天气状况,温度,建议,预计客流量,最佳营业时间
2013-04-03,锦州古塔历史文化公园,大雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5315,09:00-18:00
2013-04-04,锦州古塔历史文化公园,多云,15,,4423,09:00-18:00
2013-04-05,锦州古塔历史文化公园,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,7059,09:00-18:00
2013-04-06,锦州古塔历史文化公园,中雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1087,09:00-18:00
2013-04-07,锦州古塔历史文化公园,中雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9183,09:00-18:00
2013-04-08,锦州古塔历史文化公园,阴,10,,1897,09:00-18:00
2013-04-09,锦州古塔历史文化公园,雪,4,,1192,09:00-18:00
2013-04-10,锦州古塔历史文化公园,小雨,27,,4349,09:00-18:00
2013-04-11,锦州古塔历史文化公园,大雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9231,09:00-18:00
2013-04-12,锦州古塔历史文化公园,大雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7346,09:00-18:00
2013-04-13,锦州古塔历史文化公园,小雨,7,,5508,09:00-18:00
2013-04-14,锦州古塔历史文化公园,大雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8620,09:00-18:00
2013-04-15,锦州古塔历史文化公园,晴,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,6992,09:00-18:00
2013-04-16,锦州古塔历史文化公园,阴,20,,4501,09:00-18:00
2013-04-17,锦州古塔历史文化公园,大雨,-4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9255,09:00-18:00
2013-04-18,锦州古塔历史文化公园,小雨,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,6878,09:00-18:00
2013-04-19,锦州古塔历史文化公园,雪,8,,9499,09:00-18:00
2013-04-20,锦州古塔历史文化公园,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,4392,09:00-18:00
2013-04-21,锦州古塔历史文化公园,阴,33,,4874,09:00-18:00
2013-04-22,锦州古塔历史文化公园,雪,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,9947,09:00-18:00
2013-04-23,锦州古塔历史文化公园,中雨,0,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8670,09:00-18:00
2013-04-24,锦州古塔历史文化公园,晴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,8290,09:00-18:00
2013-04-25,锦州古塔历史文化公园,大雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7405,09:00-18:00
2013-04-26,锦州古塔历史文化公园,小雨,12,,7180,09:00-18:00
2013-04-27,锦州古塔历史文化公园,小雨,30,,5415,09:00-18:00
2013-04-28,锦州古塔历史文化公园,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3572,09:00-18:00
2013-04-29,锦州古塔历史文化公园,小雨,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,7858,09:00-18:00
2013-04-30,锦州古塔历史文化公园,多云,27,,9696,09:00-18:00
2013-05-01,锦州古塔历史文化公园,阴,8,,7793,09:00-18:00
2013-05-02,锦州古塔历史文化公园,多云,26,,5580,09:00-18:00
2013-05-03,锦州古塔历史文化公园,大雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2012,09:00-18:00
2013-05-04,锦州古塔历史文化公园,小雨,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,1573,09:00-18:00
2013-05-05,锦州古塔历史文化公园,小雨,19,,4908,09:00-18:00
2013-05-06,锦州古塔历史文化公园,晴,21,,9714,09:00-18:00
2013-05-07,锦州古塔历史文化公园,阴,25,,9575,09:00-18:00
2013-05-08,锦州古塔历史文化公园,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1496,09:00-18:00
2013-05-09,锦州古塔历史文化公园,中雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8061,09:00-18:00
2013-05-10,锦州古塔历史文化公园,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,3240,09:00-18:00
2013-05-11,锦州古塔历史文化公园,阴,26,,8034,09:00-18:00
2013-05-12,锦州古塔历史文化公园,大雨,12,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6186,09:00-18:00
2013-05-13,锦州古塔历史文化公园,小雨,14,,7848,09:00-18:00
2013-05-14,锦州古塔历史文化公园,大雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1383,09:00-18:00
2013-05-15,锦州古塔历史文化公园,多云,24,,1667,09:00-18:00
2013-05-16,锦州古塔历史文化公园,晴,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,2384,09:00-18:00
2013-05-17,锦州古塔历史文化公园,雪,7,,2924,09:00-18:00
2013-05-18,锦州古塔历史文化公园,小雨,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,2576,09:00-18:00
2013-05-19,锦州古塔历史文化公园,阴,1,,7959,09:00-18:00
2013-05-20,锦州古塔历史文化公园,阴,32,,2993,09:00-18:00
2013-05-21,锦州古塔历史文化公园,晴,9,,5218,09:00-18:00
2013-05-22,锦州古塔历史文化公园,雪,0,,7723,09:00-18:00
2013-05-23,锦州古塔历史文化公园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2972,09:00-18:00
2013-05-24,锦州古塔历史文化公园,大雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,607,09:00-18:00
2013-05-25,锦州古塔历史文化公园,多云,9,,3224,09:00-18:00
2013-05-26,锦州古塔历史文化公园,阴,11,,5818,09:00-18:00
2013-05-27,锦州古塔历史文化公园,小雨,17,,6660,09:00-18:00
2013-05-28,锦州古塔历史文化公园,中雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3304,09:00-18:00
2013-05-29,锦州古塔历史文化公园,阴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,7262,09:00-18:00
2013-05-30,锦州古塔历史文化公园,大雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5268,09:00-18:00
2013-05-31,锦州古塔历史文化公园,中雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8804,09:00-18:00
2013-06-01,锦州古塔历史文化公园,小雨,0,,7208,09:00-18:00
2013-06-02,锦州古塔历史文化公园,小雨,8,,1140,09:00-18:00
2013-06-03,锦州古塔历史文化公园,多云,25,,513,09:00-18:00
2013-06-04,锦州古塔历史文化公园,大雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4459,09:00-18:00
2013-06-05,锦州古塔历史文化公园,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6404,09:00-18:00
2013-06-06,锦州古塔历史文化公园,大雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2281,09:00-18:00
2013-06-07,锦州古塔历史文化公园,大雨,12,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6424,09:00-18:00
2013-06-08,锦州古塔历史文化公园,阴,3,,2973,09:00-18:00
2013-06-09,锦州古塔历史文化公园,多云,24,,9012,09:00-18:00
2013-06-10,锦州古塔历史文化公园,大雨,2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9232,09:00-18:00
2013-06-11,锦州古塔历史文化公园,中雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7639,09:00-18:00
2013-06-12,锦州古塔历史文化公园,小雨,0,,5323,09:00-18:00
2013-06-13,锦州古塔历史文化公园,多云,19,,6862,09:00-18:00
2013-06-14,锦州古塔历史文化公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7661,09:00-18:00
2013-06-15,锦州古塔历史文化公园,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,5968,09:00-18:00
2013-06-16,锦州古塔历史文化公园,大雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3121,09:00-18:00
2013-06-17,锦州古塔历史文化公园,雪,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,6686,09:00-18:00
2013-06-18,锦州古塔历史文化公园,多云,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,4559,09:00-18:00
2013-06-19,锦州古塔历史文化公园,雪,22,,4170,09:00-18:00
2013-06-20,锦州古塔历史文化公园,中雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,972,09:00-18:00
2013-06-21,锦州古塔历史文化公园,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,757,09:00-18:00
2013-06-22,锦州古塔历史文化公园,多云,17,,1497,09:00-18:00
2013-06-23,锦州古塔历史文化公园,中雨,6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2789,09:00-18:00
2013-06-24,锦州古塔历史文化公园,中雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3313,09:00-18:00
2013-06-25,锦州古塔历史文化公园,多云,26,,2064,09:00-18:00
2013-06-26,锦州古塔历史文化公园,多云,26,,7943,09:00-18:00
2013-06-27,锦州古塔历史文化公园,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5337,09:00-18:00
2013-06-28,锦州古塔历史文化公园,雪,18,,6847,09:00-18:00
2013-06-29,锦州古塔历史文化公园,大雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3035,09:00-18:00
2013-06-30,锦州古塔历史文化公园,多云,1,,8751,09:00-18:00
2013-07-01,锦州古塔历史文化公园,小雨,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,6866,09:00-18:00
2013-07-02,锦州古塔历史文化公园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,8981,09:00-18:00
2013-07-03,锦州古塔历史文化公园,阴,35,,1695,09:00-18:00
2013-07-04,锦州古塔历史文化公园,晴,6,,3730,09:00-18:00
2013-07-05,锦州古塔历史文化公园,中雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4884,09:00-18:00
2013-07-06,锦州古塔历史文化公园,晴,27,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,2849,09:00-18:00
2013-07-07,锦州古塔历史文化公园,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8218,09:00-18:00
2013-07-08,锦州古塔历史文化公园,大雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6953,09:00-18:00
2013-07-09,锦州古塔历史文化公园,雪,35,,6358,09:00-18:00
2013-07-10,锦州古塔历史文化公园,中雨,34,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6154,09:00-18:00
2013-07-11,锦州古塔历史文化公园,雪,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,2160,09:00-18:00
2013-07-12,锦州古塔历史文化公园,雪,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,3568,09:00-18:00
2013-07-13,锦州古塔历史文化公园,小雨,11,,8816,09:00-18:00
2013-07-14,锦州古塔历史文化公园,小雨,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,564,09:00-18:00
2013-07-15,锦州古塔历史文化公园,晴,17,,833,09:00-18:00
2013-07-16,锦州古塔历史文化公园,中雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3987,09:00-18:00
2013-07-17,锦州古塔历史文化公园,大雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9749,09:00-18:00
2013-07-18,锦州古塔历史文化公园,雪,0,,3033,09:00-18:00
2013-07-19,锦州古塔历史文化公园,中雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3958,09:00-18:00
2013-07-20,锦州古塔历史文化公园,大雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5655,09:00-18:00
2013-07-21,锦州古塔历史文化公园,小雨,1,,7282,09:00-18:00
2013-07-22,锦州古塔历史文化公园,小雨,26,,2772,09:00-18:00
2013-07-23,锦州古塔历史文化公园,雪,2,,4472,09:00-18:00
2013-07-24,锦州古塔历史文化公园,雪,33,,3147,09:00-18:00
2013-07-25,锦州古塔历史文化公园,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2949,09:00-18:00
2013-07-26,锦州古塔历史文化公园,晴,10,,8824,09:00-18:00
2013-07-27,锦州古塔历史文化公园,阴,18,,8917,09:00-18:00
2013-07-28,锦州古塔历史文化公园,中雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4613,09:00-18:00
2013-07-29,锦州古塔历史文化公园,中雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4936,09:00-18:00
2013-07-30,锦州古塔历史文化公园,多云,34,,6577,09:00-18:00
2013-07-31,锦州古塔历史文化公园,阴,29,,5937,09:00-18:00
2013-08-01,锦州古塔历史文化公园,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1481,09:00-18:00
2013-08-02,锦州古塔历史文化公园,阴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,4761,09:00-18:00
2013-08-03,锦州古塔历史文化公园,晴,0,,2159,09:00-18:00
2013-08-04,锦州古塔历史文化公园,晴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,9295,09:00-18:00
2013-08-05,锦州古塔历史文化公园,雪,8,,4998,09:00-18:00
2013-08-06,锦州古塔历史文化公园,中雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3993,09:00-18:00
2013-08-07,锦州古塔历史文化公园,小雨,25,,7760,09:00-18:00
2013-08-08,锦州古塔历史文化公园,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,1860,09:00-18:00
2013-08-09,锦州古塔历史文化公园,晴,9,,6243,09:00-18:00
2013-08-10,锦州古塔历史文化公园,中雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5929,09:00-18:00
2013-08-11,锦州古塔历史文化公园,小雨,34,,1131,09:00-18:00
2013-08-12,锦州古塔历史文化公园,多云,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,8399,09:00-18:00
2013-08-13,锦州古塔历史文化公园,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,6048,09:00-18:00
2013-08-14,锦州古塔历史文化公园,阴,25,,1560,09:00-18:00
2013-08-15,锦州古塔历史文化公园,雪,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,9156,09:00-18:00
2013-08-16,锦州古塔历史文化公园,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,2486,09:00-18:00
2013-08-17,锦州古塔历史文化公园,中雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6476,09:00-18:00
2013-08-18,锦州古塔历史文化公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4585,09:00-18:00
2013-08-19,锦州古塔历史文化公园,小雨,20,,1419,09:00-18:00
2013-08-20,锦州古塔历史文化公园,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9841,09:00-18:00
2013-08-21,锦州古塔历史文化公园,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5823,09:00-18:00
2013-08-22,锦州古塔历史文化公园,雪,17,,8200,09:00-18:00
2013-08-23,锦州古塔历史文化公园,中雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8831,09:00-18:00
2013-08-24,锦州古塔历史文化公园,雪,17,,3695,09:00-18:00
2013-08-25,锦州古塔历史文化公园,大雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3147,09:00-18:00
2013-08-26,锦州古塔历史文化公园,小雨,15,,2549,09:00-18:00
2013-08-27,锦州古塔历史文化公园,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3783,09:00-18:00
2013-08-28,锦州古塔历史文化公园,阴,17,,5219,09:00-18:00
2013-08-29,锦州古塔历史文化公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2376,09:00-18:00
2013-08-30,锦州古塔历史文化公园,晴,12,,6429,09:00-18:00
2013-08-31,锦州古塔历史文化公园,小雨,28,,8547,09:00-18:00
2013-09-01,锦州古塔历史文化公园,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2231,09:00-18:00
2013-09-02,锦州古塔历史文化公园,中雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,643,09:00-18:00
2013-09-03,锦州古塔历史文化公园,阴,31,,2961,09:00-18:00
2013-09-04,锦州古塔历史文化公园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,1517,09:00-18:00
2013-09-05,锦州古塔历史文化公园,晴,34,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,5072,09:00-18:00
2013-09-06,锦州古塔历史文化公园,阴,3,,3716,09:00-18:00
2013-09-07,锦州古塔历史文化公园,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,3611,09:00-18:00
2013-09-08,锦州古塔历史文化公园,阴,19,,4511,09:00-18:00
2013-09-09,锦州古塔历史文化公园,雪,8,,5323,09:00-18:00
2013-09-10,锦州古塔历史文化公园,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8581,09:00-18:00
2013-09-11,锦州古塔历史文化公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1469,09:00-18:00
2013-09-12,锦州古塔历史文化公园,晴,3,,2314,09:00-18:00
2013-09-13,锦州古塔历史文化公园,中雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5457,09:00-18:00
2013-09-14,锦州古塔历史文化公园,晴,22,,3905,09:00-18:00
2013-09-15,锦州古塔历史文化公园,雪,12,,6406,09:00-18:00
2013-09-16,锦州古塔历史文化公园,小雨,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,4965,09:00-18:00
2013-09-17,锦州古塔历史文化公园,阴,29,,2613,09:00-18:00
2013-09-18,锦州古塔历史文化公园,雪,23,,1388,09:00-18:00
2013-09-19,锦州古塔历史文化公园,阴,19,,8826,09:00-18:00
2013-09-20,锦州古塔历史文化公园,阴,26,,2461,09:00-18:00
2013-09-21,锦州古塔历史文化公园,雪,14,,9058,09:00-18:00
2013-09-22,锦州古塔历史文化公园,雪,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,6084,09:00-18:00
2013-09-23,锦州古塔历史文化公园,阴,25,,9099,09:00-18:00
2013-09-24,锦州古塔历史文化公园,多云,24,,6534,09:00-18:00
