日期,景点名称,天气状况,温度,建议,预计客流量,最佳营业时间
2013-02-26,丹东之眼中国边境摩天轮公园,中雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3882,09:00-18:00
2013-02-27,丹东之眼中国边境摩天轮公园,中雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9189,09:00-18:00
2013-02-28,丹东之眼中国边境摩天轮公园,小雨,7,,6941,09:00-18:00
2013-03-01,丹东之眼中国边境摩天轮公园,晴,4,,2752,09:00-18:00
2013-03-02,丹东之眼中国边境摩天轮公园,晴,8,,8696,09:00-18:00
2013-03-03,丹东之眼中国边境摩天轮公园,大雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9375,09:00-18:00
2013-03-04,丹东之眼中国边境摩天轮公园,小雨,20,,1634,09:00-18:00
2013-03-05,丹东之眼中国边境摩天轮公园,雪,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,8926,09:00-18:00
2013-03-06,丹东之眼中国边境摩天轮公园,雪,35,,2468,09:00-18:00
2013-03-07,丹东之眼中国边境摩天轮公园,雪,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,7791,09:00-18:00
2013-03-08,丹东之眼中国边境摩天轮公园,多云,19,,1208,09:00-18:00
2013-03-09,丹东之眼中国边境摩天轮公园,雪,24,,3744,09:00-18:00
2013-03-10,丹东之眼中国边境摩天轮公园,雪,10,,6901,09:00-18:00
2013-03-11,丹东之眼中国边境摩天轮公园,多云,29,,2831,09:00-18:00
2013-03-12,丹东之眼中国边境摩天轮公园,大雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5416,09:00-18:00
2013-03-13,丹东之眼中国边境摩天轮公园,多云,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,3700,09:00-18:00
2013-03-14,丹东之眼中国边境摩天轮公园,大雨,20,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3360,09:00-18:00
2013-03-15,丹东之眼中国边境摩天轮公园,阴,26,,2932,09:00-18:00
2013-03-16,丹东之眼中国边境摩天轮公园,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4316,09:00-18:00
2013-03-17,丹东之眼中国边境摩天轮公园,阴,20,,8446,09:00-18:00
2013-03-18,丹东之眼中国边境摩天轮公园,阴,1,,5893,09:00-18:00
2013-03-19,丹东之眼中国边境摩天轮公园,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,1888,09:00-18:00
2013-03-20,丹东之眼中国边境摩天轮公园,阴,5,,6499,09:00-18:00
2013-03-21,丹东之眼中国边境摩天轮公园,小雨,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,7765,09:00-18:00
2013-03-22,丹东之眼中国边境摩天轮公园,阴,0,,9804,09:00-18:00
2013-03-23,丹东之眼中国边境摩天轮公园,多云,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,1817,09:00-18:00
2013-03-24,丹东之眼中国边境摩天轮公园,阴,1,,6480,09:00-18:00
2013-03-25,丹东之眼中国边境摩天轮公园,小雨,14,,2528,09:00-18:00
2013-03-26,丹东之眼中国边境摩天轮公园,阴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,1958,09:00-18:00
2013-03-27,丹东之眼中国边境摩天轮公园,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,3185,09:00-18:00
2013-03-28,丹东之眼中国边境摩天轮公园,雪,20,,2085,09:00-18:00
2013-03-29,丹东之眼中国边境摩天轮公园,晴,4,,6623,09:00-18:00
2013-03-30,丹东之眼中国边境摩天轮公园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9382,09:00-18:00
2013-03-31,丹东之眼中国边境摩天轮公园,大雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5238,09:00-18:00
2013-04-01,丹东之眼中国边境摩天轮公园,大雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3687,09:00-18:00
2013-04-02,丹东之眼中国边境摩天轮公园,小雨,21,,2984,09:00-18:00
2013-04-03,丹东之眼中国边境摩天轮公园,雪,35,,8910,09:00-18:00
2013-04-04,丹东之眼中国边境摩天轮公园,晴,14,,3695,09:00-18:00
2013-04-05,丹东之眼中国边境摩天轮公园,雪,29,,8996,09:00-18:00
2013-04-06,丹东之眼中国边境摩天轮公园,中雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8516,09:00-18:00
2013-04-07,丹东之眼中国边境摩天轮公园,晴,25,,5713,09:00-18:00
2013-04-08,丹东之眼中国边境摩天轮公园,中雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1614,09:00-18:00
2013-04-09,丹东之眼中国边境摩天轮公园,雪,0,,8103,09:00-18:00
2013-04-10,丹东之眼中国边境摩天轮公园,雪,23,,5524,09:00-18:00
2013-04-11,丹东之眼中国边境摩天轮公园,多云,1,,6581,09:00-18:00
2013-04-12,丹东之眼中国边境摩天轮公园,大雨,7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3902,09:00-18:00
2013-04-13,丹东之眼中国边境摩天轮公园,多云,32,,5302,09:00-18:00
2013-04-14,丹东之眼中国边境摩天轮公园,大雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1287,09:00-18:00
2013-04-15,丹东之眼中国边境摩天轮公园,雪,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,835,09:00-18:00
2013-04-16,丹东之眼中国边境摩天轮公园,大雨,7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7511,09:00-18:00
2013-04-17,丹东之眼中国边境摩天轮公园,多云,18,,3239,09:00-18:00
2013-04-18,丹东之眼中国边境摩天轮公园,阴,0,,1374,09:00-18:00
2013-04-19,丹东之眼中国边境摩天轮公园,大雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4355,09:00-18:00
2013-04-20,丹东之眼中国边境摩天轮公园,阴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,8238,09:00-18:00
2013-04-21,丹东之眼中国边境摩天轮公园,阴,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,6784,09:00-18:00
2013-04-22,丹东之眼中国边境摩天轮公园,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,7593,09:00-18:00
2013-04-23,丹东之眼中国边境摩天轮公园,雪,16,,6354,09:00-18:00
2013-04-24,丹东之眼中国边境摩天轮公园,阴,10,,4563,09:00-18:00
2013-04-25,丹东之眼中国边境摩天轮公园,阴,4,,2411,09:00-18:00
2013-04-26,丹东之眼中国边境摩天轮公园,中雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3167,09:00-18:00
2013-04-27,丹东之眼中国边境摩天轮公园,雪,29,,4747,09:00-18:00
2013-04-28,丹东之眼中国边境摩天轮公园,大雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1783,09:00-18:00
2013-04-29,丹东之眼中国边境摩天轮公园,阴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,4904,09:00-18:00
2013-04-30,丹东之眼中国边境摩天轮公园,阴,34,,577,09:00-18:00
2013-05-01,丹东之眼中国边境摩天轮公园,阴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,7613,09:00-18:00
2013-05-02,丹东之眼中国边境摩天轮公园,晴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,8173,09:00-18:00
2013-05-03,丹东之眼中国边境摩天轮公园,小雨,11,,9615,09:00-18:00
2013-05-04,丹东之眼中国边境摩天轮公园,大雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9382,09:00-18:00
2013-05-05,丹东之眼中国边境摩天轮公园,雪,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,8774,09:00-18:00
2013-05-06,丹东之眼中国边境摩天轮公园,阴,10,,2841,09:00-18:00
2013-05-07,丹东之眼中国边境摩天轮公园,多云,32,,5036,09:00-18:00
2013-05-08,丹东之眼中国边境摩天轮公园,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2231,09:00-18:00
2013-05-09,丹东之眼中国边境摩天轮公园,雪,21,,5796,09:00-18:00
2013-05-10,丹东之眼中国边境摩天轮公园,雪,31,,1515,09:00-18:00
2013-05-11,丹东之眼中国边境摩天轮公园,大雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8664,09:00-18:00
2013-05-12,丹东之眼中国边境摩天轮公园,多云,18,,1786,09:00-18:00
2013-05-13,丹东之眼中国边境摩天轮公园,中雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6433,09:00-18:00
2013-05-14,丹东之眼中国边境摩天轮公园,大雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6778,09:00-18:00
2013-05-15,丹东之眼中国边境摩天轮公园,阴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,3439,09:00-18:00
2013-05-16,丹东之眼中国边境摩天轮公园,雪,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,9287,09:00-18:00
2013-05-17,丹东之眼中国边境摩天轮公园,小雨,17,,7563,09:00-18:00
2013-05-18,丹东之眼中国边境摩天轮公园,雪,25,,1631,09:00-18:00
2013-05-19,丹东之眼中国边境摩天轮公园,中雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8395,09:00-18:00
2013-05-20,丹东之眼中国边境摩天轮公园,小雨,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,9711,09:00-18:00
2013-05-21,丹东之眼中国边境摩天轮公园,中雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7459,09:00-18:00
2013-05-22,丹东之眼中国边境摩天轮公园,晴,25,,2712,09:00-18:00
2013-05-23,丹东之眼中国边境摩天轮公园,小雨,13,,7063,09:00-18:00
2013-05-24,丹东之眼中国边境摩天轮公园,晴,33,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,8061,09:00-18:00
2013-05-25,丹东之眼中国边境摩天轮公园,大雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9060,09:00-18:00
2013-05-26,丹东之眼中国边境摩天轮公园,小雨,6,,9213,09:00-18:00
2013-05-27,丹东之眼中国边境摩天轮公园,雪,33,,966,09:00-18:00
2013-05-28,丹东之眼中国边境摩天轮公园,小雨,10,,5332,09:00-18:00
2013-05-29,丹东之眼中国边境摩天轮公园,阴,32,,9557,09:00-18:00
2013-05-30,丹东之眼中国边境摩天轮公园,小雨,27,,2879,09:00-18:00
2013-05-31,丹东之眼中国边境摩天轮公园,雪,7,,8041,09:00-18:00
2013-06-01,丹东之眼中国边境摩天轮公园,雪,34,,6225,09:00-18:00
2013-06-02,丹东之眼中国边境摩天轮公园,阴,18,,5467,09:00-18:00
2013-06-03,丹东之眼中国边境摩天轮公园,雪,34,,3134,09:00-18:00
2013-06-04,丹东之眼中国边境摩天轮公园,多云,28,,9639,09:00-18:00
2013-06-05,丹东之眼中国边境摩天轮公园,大雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9669,09:00-18:00
2013-06-06,丹东之眼中国边境摩天轮公园,中雨,34,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8459,09:00-18:00
2013-06-07,丹东之眼中国边境摩天轮公园,小雨,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,5825,09:00-18:00
2013-06-08,丹东之眼中国边境摩天轮公园,晴,14,,2192,09:00-18:00
2013-06-09,丹东之眼中国边境摩天轮公园,雪,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,5018,09:00-18:00
2013-06-10,丹东之眼中国边境摩天轮公园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9142,09:00-18:00
2013-06-11,丹东之眼中国边境摩天轮公园,大雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8615,09:00-18:00
2013-06-12,丹东之眼中国边境摩天轮公园,阴,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,9040,09:00-18:00
2013-06-13,丹东之眼中国边境摩天轮公园,中雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9631,09:00-18:00
2013-06-14,丹东之眼中国边境摩天轮公园,小雨,13,,5767,09:00-18:00
2013-06-15,丹东之眼中国边境摩天轮公园,雪,1,,3754,09:00-18:00
2013-06-16,丹东之眼中国边境摩天轮公园,小雨,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,2542,09:00-18:00
2013-06-17,丹东之眼中国边境摩天轮公园,中雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5035,09:00-18:00
2013-06-18,丹东之眼中国边境摩天轮公园,中雨,-4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1979,09:00-18:00
2013-06-19,丹东之眼中国边境摩天轮公园,阴,3,,6090,09:00-18:00
2013-06-20,丹东之眼中国边境摩天轮公园,小雨,27,,9505,09:00-18:00
2013-06-21,丹东之眼中国边境摩天轮公园,小雨,11,,9505,09:00-18:00
2013-06-22,丹东之眼中国边境摩天轮公园,晴,5,,3000,09:00-18:00
2013-06-23,丹东之眼中国边境摩天轮公园,阴,5,,6044,09:00-18:00
2013-06-24,丹东之眼中国边境摩天轮公园,雪,28,,5468,09:00-18:00
2013-06-25,丹东之眼中国边境摩天轮公园,小雨,29,,7270,09:00-18:00
2013-06-26,丹东之眼中国边境摩天轮公园,多云,9,,8348,09:00-18:00
2013-06-27,丹东之眼中国边境摩天轮公园,雪,12,,3493,09:00-18:00
2013-06-28,丹东之眼中国边境摩天轮公园,晴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,3449,09:00-18:00
2013-06-29,丹东之眼中国边境摩天轮公园,阴,8,,519,09:00-18:00
2013-06-30,丹东之眼中国边境摩天轮公园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4809,09:00-18:00
2013-07-01,丹东之眼中国边境摩天轮公园,小雨,8,,1004,09:00-18:00
2013-07-02,丹东之眼中国边境摩天轮公园,小雨,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,1147,09:00-18:00
2013-07-03,丹东之眼中国边境摩天轮公园,晴,29,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,2114,09:00-18:00
2013-07-04,丹东之眼中国边境摩天轮公园,晴,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,6678,09:00-18:00
2013-07-05,丹东之眼中国边境摩天轮公园,晴,13,,7306,09:00-18:00
2013-07-06,丹东之眼中国边境摩天轮公园,雪,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,7261,09:00-18:00
2013-07-07,丹东之眼中国边境摩天轮公园,中雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4893,09:00-18:00
2013-07-08,丹东之眼中国边境摩天轮公园,大雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5847,09:00-18:00
2013-07-09,丹东之眼中国边境摩天轮公园,雪,7,,5707,09:00-18:00
2013-07-10,丹东之眼中国边境摩天轮公园,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7143,09:00-18:00
2013-07-11,丹东之眼中国边境摩天轮公园,大雨,6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7919,09:00-18:00
2013-07-12,丹东之眼中国边境摩天轮公园,雪,33,,8228,09:00-18:00
2013-07-13,丹东之眼中国边境摩天轮公园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8324,09:00-18:00
2013-07-14,丹东之眼中国边境摩天轮公园,大雨,6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1420,09:00-18:00
2013-07-15,丹东之眼中国边境摩天轮公园,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,4136,09:00-18:00
2013-07-16,丹东之眼中国边境摩天轮公园,晴,28,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,5948,09:00-18:00
2013-07-17,丹东之眼中国边境摩天轮公园,雪,22,,3154,09:00-18:00
2013-07-18,丹东之眼中国边境摩天轮公园,中雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5346,09:00-18:00
2013-07-19,丹东之眼中国边境摩天轮公园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,2311,09:00-18:00
2013-07-20,丹东之眼中国边境摩天轮公园,中雨,28,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7044,09:00-18:00
2013-07-21,丹东之眼中国边境摩天轮公园,雪,2,,2602,09:00-18:00
2013-07-22,丹东之眼中国边境摩天轮公园,阴,6,,5102,09:00-18:00
2013-07-23,丹东之眼中国边境摩天轮公园,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2305,09:00-18:00
2013-07-24,丹东之眼中国边境摩天轮公园,小雨,30,,7135,09:00-18:00
2013-07-25,丹东之眼中国边境摩天轮公园,阴,18,,8003,09:00-18:00
2013-07-26,丹东之眼中国边境摩天轮公园,晴,26,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,4617,09:00-18:00
2013-07-27,丹东之眼中国边境摩天轮公园,中雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4345,09:00-18:00
2013-07-28,丹东之眼中国边境摩天轮公园,中雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4484,09:00-18:00
2013-07-29,丹东之眼中国边境摩天轮公园,多云,31,,4314,09:00-18:00
2013-07-30,丹东之眼中国边境摩天轮公园,阴,31,,4284,09:00-18:00
2013-07-31,丹东之眼中国边境摩天轮公园,中雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5551,09:00-18:00
2013-08-01,丹东之眼中国边境摩天轮公园,雪,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,1634,09:00-18:00
2013-08-02,丹东之眼中国边境摩天轮公园,大雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8030,09:00-18:00
2013-08-03,丹东之眼中国边境摩天轮公园,大雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9299,09:00-18:00
2013-08-04,丹东之眼中国边境摩天轮公园,小雨,3,,6541,09:00-18:00
2013-08-05,丹东之眼中国边境摩天轮公园,大雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9559,09:00-18:00
2013-08-06,丹东之眼中国边境摩天轮公园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,7695,09:00-18:00
2013-08-07,丹东之眼中国边境摩天轮公园,多云,34,,2548,09:00-18:00
2013-08-08,丹东之眼中国边境摩天轮公园,中雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9423,09:00-18:00
2013-08-09,丹东之眼中国边境摩天轮公园,大雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6225,09:00-18:00
2013-08-10,丹东之眼中国边境摩天轮公园,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8803,09:00-18:00
2013-08-11,丹东之眼中国边境摩天轮公园,阴,14,,3603,09:00-18:00
2013-08-12,丹东之眼中国边境摩天轮公园,多云,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,5609,09:00-18:00
2013-08-13,丹东之眼中国边境摩天轮公园,阴,23,,4386,09:00-18:00
2013-08-14,丹东之眼中国边境摩天轮公园,雪,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,9891,09:00-18:00
2013-08-15,丹东之眼中国边境摩天轮公园,多云,23,,8857,09:00-18:00
2013-08-16,丹东之眼中国边境摩天轮公园,晴,32,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,6672,09:00-18:00
2013-08-17,丹东之眼中国边境摩天轮公园,大雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6119,09:00-18:00
2013-08-18,丹东之眼中国边境摩天轮公园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,1122,09:00-18:00
2013-08-19,丹东之眼中国边境摩天轮公园,晴,12,,4922,09:00-18:00
2013-08-20,丹东之眼中国边境摩天轮公园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7904,09:00-18:00
2013-08-21,丹东之眼中国边境摩天轮公园,大雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2373,09:00-18:00
2013-08-22,丹东之眼中国边境摩天轮公园,大雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9830,09:00-18:00
2013-08-23,丹东之眼中国边境摩天轮公园,中雨,34,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8216,09:00-18:00
2013-08-24,丹东之眼中国边境摩天轮公园,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8971,09:00-18:00
2013-08-25,丹东之眼中国边境摩天轮公园,多云,18,,2207,09:00-18:00
2013-08-26,丹东之眼中国边境摩天轮公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8201,09:00-18:00
2013-08-27,丹东之眼中国边境摩天轮公园,多云,17,,1862,09:00-18:00
2013-08-28,丹东之眼中国边境摩天轮公园,多云,14,,6956,09:00-18:00
2013-08-29,丹东之眼中国边境摩天轮公园,阴,30,,3402,09:00-18:00
2013-08-30,丹东之眼中国边境摩天轮公园,雪,5,,4458,09:00-18:00
2013-08-31,丹东之眼中国边境摩天轮公园,中雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1349,09:00-18:00
2013-09-01,丹东之眼中国边境摩天轮公园,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7749,09:00-18:00
