日期,景点名称,天气状况,温度,建议,预计客流量,最佳营业时间
2013-03-25,东京城遗址公园,小雨,25,,9251,09:00-18:00
2013-03-26,东京城遗址公园,多云,6,,6195,09:00-18:00
2013-03-27,东京城遗址公园,中雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6915,09:00-18:00
2013-03-28,东京城遗址公园,小雨,23,,2671,09:00-18:00
2013-03-29,东京城遗址公园,阴,14,,8139,09:00-18:00
2013-03-30,东京城遗址公园,小雨,25,,9260,09:00-18:00
2013-03-31,东京城遗址公园,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6353,09:00-18:00
2013-04-01,东京城遗址公园,雪,19,,5180,09:00-18:00
2013-04-02,东京城遗址公园,大雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8158,09:00-18:00
2013-04-03,东京城遗址公园,多云,33,,4524,09:00-18:00
2013-04-04,东京城遗址公园,晴,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,5514,09:00-18:00
2013-04-05,东京城遗址公园,雪,4,,7987,09:00-18:00
2013-04-06,东京城遗址公园,多云,5,,3250,09:00-18:00
2013-04-07,东京城遗址公园,中雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9882,09:00-18:00
2013-04-08,东京城遗址公园,多云,34,,8183,09:00-18:00
2013-04-09,东京城遗址公园,晴,32,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,9220,09:00-18:00
2013-04-10,东京城遗址公园,晴,4,,2755,09:00-18:00
2013-04-11,东京城遗址公园,雪,2,,9668,09:00-18:00
2013-04-12,东京城遗址公园,中雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9534,09:00-18:00
2013-04-13,东京城遗址公园,中雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7166,09:00-18:00
2013-04-14,东京城遗址公园,晴,19,,8237,09:00-18:00
2013-04-15,东京城遗址公园,小雨,21,,7597,09:00-18:00
2013-04-16,东京城遗址公园,阴,27,,3085,09:00-18:00
2013-04-17,东京城遗址公园,大雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9777,09:00-18:00
2013-04-18,东京城遗址公园,雪,18,,4086,09:00-18:00
2013-04-19,东京城遗址公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5226,09:00-18:00
2013-04-20,东京城遗址公园,大雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1792,09:00-18:00
2013-04-21,东京城遗址公园,大雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6893,09:00-18:00
2013-04-22,东京城遗址公园,中雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2529,09:00-18:00
2013-04-23,东京城遗址公园,雪,27,,880,09:00-18:00
2013-04-24,东京城遗址公园,雪,3,,6987,09:00-18:00
2013-04-25,东京城遗址公园,雪,15,,2240,09:00-18:00
2013-04-26,东京城遗址公园,阴,4,,5945,09:00-18:00
2013-04-27,东京城遗址公园,大雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3414,09:00-18:00
2013-04-28,东京城遗址公园,大雨,21,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,505,09:00-18:00
2013-04-29,东京城遗址公园,多云,16,,2698,09:00-18:00
2013-04-30,东京城遗址公园,多云,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,8623,09:00-18:00
2013-05-01,东京城遗址公园,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7108,09:00-18:00
2013-05-02,东京城遗址公园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,9774,09:00-18:00
2013-05-03,东京城遗址公园,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4193,09:00-18:00
2013-05-04,东京城遗址公园,大雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2796,09:00-18:00
2013-05-05,东京城遗址公园,大雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1057,09:00-18:00
2013-05-06,东京城遗址公园,阴,3,,2101,09:00-18:00
2013-05-07,东京城遗址公园,阴,2,,6192,09:00-18:00
2013-05-08,东京城遗址公园,晴,33,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,7870,09:00-18:00
2013-05-09,东京城遗址公园,小雨,17,,1922,09:00-18:00
2013-05-10,东京城遗址公园,中雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,522,09:00-18:00
2013-05-11,东京城遗址公园,中雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3098,09:00-18:00
2013-05-12,东京城遗址公园,晴,14,,9290,09:00-18:00
2013-05-13,东京城遗址公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5049,09:00-18:00
2013-05-14,东京城遗址公园,大雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3424,09:00-18:00
2013-05-15,东京城遗址公园,晴,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,6163,09:00-18:00
2013-05-16,东京城遗址公园,晴,1,,6715,09:00-18:00
2013-05-17,东京城遗址公园,小雨,12,,5145,09:00-18:00
2013-05-18,东京城遗址公园,雪,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,9991,09:00-18:00
2013-05-19,东京城遗址公园,中雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4793,09:00-18:00
2013-05-20,东京城遗址公园,多云,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,5247,09:00-18:00
2013-05-21,东京城遗址公园,大雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1167,09:00-18:00
2013-05-22,东京城遗址公园,阴,30,,9505,09:00-18:00
2013-05-23,东京城遗址公园,阴,25,,3587,09:00-18:00
2013-05-24,东京城遗址公园,晴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,6243,09:00-18:00
2013-05-25,东京城遗址公园,小雨,0,,4191,09:00-18:00
2013-05-26,东京城遗址公园,小雨,25,,7432,09:00-18:00
2013-05-27,东京城遗址公园,晴,12,,3534,09:00-18:00
2013-05-28,东京城遗址公园,晴,35,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,4404,09:00-18:00
2013-05-29,东京城遗址公园,中雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8742,09:00-18:00
2013-05-30,东京城遗址公园,晴,9,,1752,09:00-18:00
2013-05-31,东京城遗址公园,大雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8090,09:00-18:00
2013-06-01,东京城遗址公园,晴,28,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,2009,09:00-18:00
2013-06-02,东京城遗址公园,晴,26,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,2990,09:00-18:00
2013-06-03,东京城遗址公园,雪,3,,3011,09:00-18:00
2013-06-04,东京城遗址公园,多云,32,,7024,09:00-18:00
2013-06-05,东京城遗址公园,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,4116,09:00-18:00
2013-06-06,东京城遗址公园,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6288,09:00-18:00
2013-06-07,东京城遗址公园,阴,14,,3065,09:00-18:00
2013-06-08,东京城遗址公园,小雨,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,9386,09:00-18:00
2013-06-09,东京城遗址公园,小雨,8,,9418,09:00-18:00
2013-06-10,东京城遗址公园,中雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7547,09:00-18:00
2013-06-11,东京城遗址公园,大雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8685,09:00-18:00
2013-06-12,东京城遗址公园,阴,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,9567,09:00-18:00
2013-06-13,东京城遗址公园,多云,5,,1977,09:00-18:00
2013-06-14,东京城遗址公园,大雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4850,09:00-18:00
2013-06-15,东京城遗址公园,阴,8,,7943,09:00-18:00
2013-06-16,东京城遗址公园,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,3529,09:00-18:00
2013-06-17,东京城遗址公园,中雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5274,09:00-18:00
2013-06-18,东京城遗址公园,大雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5923,09:00-18:00
2013-06-19,东京城遗址公园,中雨,-6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2253,09:00-18:00
2013-06-20,东京城遗址公园,多云,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,3312,09:00-18:00
2013-06-21,东京城遗址公园,大雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2110,09:00-18:00
2013-06-22,东京城遗址公园,多云,8,,7437,09:00-18:00
2013-06-23,东京城遗址公园,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5980,09:00-18:00
2013-06-24,东京城遗址公园,晴,16,,7287,09:00-18:00
2013-06-25,东京城遗址公园,中雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7269,09:00-18:00
2013-06-26,东京城遗址公园,雪,21,,920,09:00-18:00
2013-06-27,东京城遗址公园,雪,23,,8909,09:00-18:00
2013-06-28,东京城遗址公园,阴,14,,2292,09:00-18:00
2013-06-29,东京城遗址公园,小雨,3,,8459,09:00-18:00
2013-06-30,东京城遗址公园,小雨,23,,4352,09:00-18:00
2013-07-01,东京城遗址公园,阴,29,,6891,09:00-18:00
2013-07-02,东京城遗址公园,大雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2851,09:00-18:00
2013-07-03,东京城遗址公园,阴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,1195,09:00-18:00
2013-07-04,东京城遗址公园,小雨,5,,4497,09:00-18:00
2013-07-05,东京城遗址公园,多云,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,6995,09:00-18:00
2013-07-06,东京城遗址公园,中雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,537,09:00-18:00
2013-07-07,东京城遗址公园,阴,19,,2524,09:00-18:00
2013-07-08,东京城遗址公园,晴,10,,2904,09:00-18:00
2013-07-09,东京城遗址公园,多云,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,8699,09:00-18:00
2013-07-10,东京城遗址公园,中雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5744,09:00-18:00
2013-07-11,东京城遗址公园,小雨,29,,8080,09:00-18:00
2013-07-12,东京城遗址公园,小雨,15,,9902,09:00-18:00
2013-07-13,东京城遗址公园,晴,4,,6019,09:00-18:00
2013-07-14,东京城遗址公园,小雨,24,,9064,09:00-18:00
2013-07-15,东京城遗址公园,晴,29,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,1924,09:00-18:00
2013-07-16,东京城遗址公园,中雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5240,09:00-18:00
2013-07-17,东京城遗址公园,大雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9865,09:00-18:00
2013-07-18,东京城遗址公园,大雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2517,09:00-18:00
2013-07-19,东京城遗址公园,小雨,5,,7727,09:00-18:00
2013-07-20,东京城遗址公园,多云,34,,674,09:00-18:00
2013-07-21,东京城遗址公园,中雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9362,09:00-18:00
2013-07-22,东京城遗址公园,中雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,514,09:00-18:00
2013-07-23,东京城遗址公园,晴,31,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,5557,09:00-18:00
2013-07-24,东京城遗址公园,大雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3751,09:00-18:00
2013-07-25,东京城遗址公园,中雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9541,09:00-18:00
2013-07-26,东京城遗址公园,阴,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,915,09:00-18:00
2013-07-27,东京城遗址公园,大雨,0,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6795,09:00-18:00
2013-07-28,东京城遗址公园,小雨,15,,5297,09:00-18:00
2013-07-29,东京城遗址公园,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,2053,09:00-18:00
2013-07-30,东京城遗址公园,中雨,2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9569,09:00-18:00
2013-07-31,东京城遗址公园,阴,10,,1918,09:00-18:00
2013-08-01,东京城遗址公园,大雨,12,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2548,09:00-18:00
2013-08-02,东京城遗址公园,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7672,09:00-18:00
2013-08-03,东京城遗址公园,中雨,20,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5784,09:00-18:00
2013-08-04,东京城遗址公园,中雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8713,09:00-18:00
2013-08-05,东京城遗址公园,多云,21,,664,09:00-18:00
2013-08-06,东京城遗址公园,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,8610,09:00-18:00
2013-08-07,东京城遗址公园,雪,19,,798,09:00-18:00
2013-08-08,东京城遗址公园,雪,11,,9355,09:00-18:00
2013-08-09,东京城遗址公园,小雨,17,,4996,09:00-18:00
2013-08-10,东京城遗址公园,小雨,29,,7543,09:00-18:00
2013-08-11,东京城遗址公园,小雨,19,,1395,09:00-18:00
2013-08-12,东京城遗址公园,中雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9687,09:00-18:00
2013-08-13,东京城遗址公园,多云,26,,6096,09:00-18:00
2013-08-14,东京城遗址公园,多云,20,,519,09:00-18:00
2013-08-15,东京城遗址公园,中雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7463,09:00-18:00
2013-08-16,东京城遗址公园,阴,34,,1823,09:00-18:00
2013-08-17,东京城遗址公园,中雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5294,09:00-18:00
2013-08-18,东京城遗址公园,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5614,09:00-18:00
2013-08-19,东京城遗址公园,晴,35,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,2738,09:00-18:00
2013-08-20,东京城遗址公园,雪,32,,8803,09:00-18:00
2013-08-21,东京城遗址公园,中雨,12,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6257,09:00-18:00
2013-08-22,东京城遗址公园,雪,14,,8191,09:00-18:00
2013-08-23,东京城遗址公园,多云,27,,1600,09:00-18:00
2013-08-24,东京城遗址公园,多云,21,,7907,09:00-18:00
2013-08-25,东京城遗址公园,多云,22,,6921,09:00-18:00
2013-08-26,东京城遗址公园,雪,2,,3938,09:00-18:00
2013-08-27,东京城遗址公园,雪,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,5302,09:00-18:00
2013-08-28,东京城遗址公园,大雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2278,09:00-18:00
2013-08-29,东京城遗址公园,大雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6203,09:00-18:00
2013-08-30,东京城遗址公园,多云,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,9079,09:00-18:00
2013-08-31,东京城遗址公园,大雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6196,09:00-18:00
2013-09-01,东京城遗址公园,阴,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,7259,09:00-18:00
2013-09-02,东京城遗址公园,晴,6,,8269,09:00-18:00
2013-09-03,东京城遗址公园,大雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2986,09:00-18:00
2013-09-04,东京城遗址公园,大雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8861,09:00-18:00
2013-09-05,东京城遗址公园,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5004,09:00-18:00
2013-09-06,东京城遗址公园,中雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5296,09:00-18:00
2013-09-07,东京城遗址公园,中雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2339,09:00-18:00
2013-09-08,东京城遗址公园,中雨,10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8514,09:00-18:00
2013-09-09,东京城遗址公园,小雨,21,,6194,09:00-18:00
2013-09-10,东京城遗址公园,晴,34,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,9889,09:00-18:00
2013-09-11,东京城遗址公园,雪,18,,8318,09:00-18:00
2013-09-12,东京城遗址公园,小雨,8,,9607,09:00-18:00
2013-09-13,东京城遗址公园,大雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6811,09:00-18:00
2013-09-14,东京城遗址公园,雪,10,,6022,09:00-18:00
2013-09-15,东京城遗址公园,阴,21,,4568,09:00-18:00
2013-09-16,东京城遗址公园,晴,26,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,5152,09:00-18:00
2013-09-17,东京城遗址公园,大雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1567,09:00-18:00
2013-09-18,东京城遗址公园,中雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8075,09:00-18:00
2013-09-19,东京城遗址公园,多云,2,,3255,09:00-18:00
2013-09-20,东京城遗址公园,阴,20,,3042,09:00-18:00
2013-09-21,东京城遗址公园,中雨,-8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2439,09:00-18:00
2013-09-22,东京城遗址公园,雪,12,,8721,09:00-18:00
2013-09-23,东京城遗址公园,雪,1,,8035,09:00-18:00
2013-09-24,东京城遗址公园,小雨,35,,2857,09:00-18:00
2013-09-25,东京城遗址公园,阴,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,8642,09:00-18:00
2013-09-26,东京城遗址公园,晴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,981,09:00-18:00
2013-09-27,东京城遗址公园,多云,27,,6730,09:00-18:00
2013-09-28,东京城遗址公园,晴,32,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,1528,09:00-18:00
2013-09-29,东京城遗址公园,中雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6272,09:00-18:00
2013-09-30,东京城遗址公园,雪,14,,4212,09:00-18:00
2013-10-01,东京城遗址公园,阴,22,,7607,09:00-18:00
2013-10-02,东京城遗址公园,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7310,09:00-18:00
2013-10-03,东京城遗址公园,雪,10,,7093,09:00-18:00
2013-10-04,东京城遗址公园,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,7312,09:00-18:00
2013-10-05,东京城遗址公园,雪,20,,3838,09:00-18:00
2013-10-06,东京城遗址公园,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1328,09:00-18:00
2013-10-07,东京城遗址公园,中雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5653,09:00-18:00
2013-10-08,东京城遗址公园,晴,29,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,9878,09:00-18:00
2013-10-09,东京城遗址公园,多云,5,,2392,09:00-18:00
2013-10-10,东京城遗址公园,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4718,09:00-18:00
