日期,景点名称,天气状况,温度,建议,预计客流量,最佳营业时间
2013-02-14,朝阳北塔,多云,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,1484,09:00-18:00
2013-02-15,朝阳北塔,晴,4,,9300,09:00-18:00
2013-02-16,朝阳北塔,多云,27,,8544,09:00-18:00
2013-02-17,朝阳北塔,中雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6656,09:00-18:00
2013-02-18,朝阳北塔,晴,30,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,5842,09:00-18:00
2013-02-19,朝阳北塔,雪,1,,9590,09:00-18:00
2013-02-20,朝阳北塔,晴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,7606,09:00-18:00
2013-02-21,朝阳北塔,多云,35,,2753,09:00-18:00
2013-02-22,朝阳北塔,晴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,2900,09:00-18:00
2013-02-23,朝阳北塔,中雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1342,09:00-18:00
2013-02-24,朝阳北塔,大雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5963,09:00-18:00
2013-02-25,朝阳北塔,大雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5430,09:00-18:00
2013-02-26,朝阳北塔,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,2141,09:00-18:00
2013-02-27,朝阳北塔,多云,13,,9818,09:00-18:00
2013-02-28,朝阳北塔,小雨,34,,1194,09:00-18:00
2013-03-01,朝阳北塔,晴,5,,4426,09:00-18:00
2013-03-02,朝阳北塔,多云,33,,1879,09:00-18:00
2013-03-03,朝阳北塔,阴,11,,9952,09:00-18:00
2013-03-04,朝阳北塔,小雨,31,,6571,09:00-18:00
2013-03-05,朝阳北塔,中雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,951,09:00-18:00
2013-03-06,朝阳北塔,晴,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,1774,09:00-18:00
2013-03-07,朝阳北塔,晴,28,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,5418,09:00-18:00
2013-03-08,朝阳北塔,雪,18,,985,09:00-18:00
2013-03-09,朝阳北塔,阴,8,,9439,09:00-18:00
2013-03-10,朝阳北塔,中雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2987,09:00-18:00
2013-03-11,朝阳北塔,中雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2726,09:00-18:00
2013-03-12,朝阳北塔,晴,4,,5483,09:00-18:00
2013-03-13,朝阳北塔,多云,28,,8227,09:00-18:00
2013-03-14,朝阳北塔,晴,17,,7328,09:00-18:00
2013-03-15,朝阳北塔,阴,29,,8748,09:00-18:00
2013-03-16,朝阳北塔,晴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,1656,09:00-18:00
2013-03-17,朝阳北塔,大雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9426,09:00-18:00
2013-03-18,朝阳北塔,中雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1248,09:00-18:00
2013-03-19,朝阳北塔,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,4265,09:00-18:00
2013-03-20,朝阳北塔,中雨,21,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7958,09:00-18:00
2013-03-21,朝阳北塔,阴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,9359,09:00-18:00
2013-03-22,朝阳北塔,阴,1,,3757,09:00-18:00
2013-03-23,朝阳北塔,晴,18,,9469,09:00-18:00
2013-03-24,朝阳北塔,晴,9,,914,09:00-18:00
2013-03-25,朝阳北塔,晴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,6730,09:00-18:00
2013-03-26,朝阳北塔,阴,20,,751,09:00-18:00
2013-03-27,朝阳北塔,大雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3883,09:00-18:00
2013-03-28,朝阳北塔,多云,31,,4752,09:00-18:00
2013-03-29,朝阳北塔,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,1351,09:00-18:00
2013-03-30,朝阳北塔,多云,12,,9628,09:00-18:00
2013-03-31,朝阳北塔,雪,0,,1614,09:00-18:00
2013-04-01,朝阳北塔,雪,9,,1363,09:00-18:00
2013-04-02,朝阳北塔,多云,17,,1383,09:00-18:00
2013-04-03,朝阳北塔,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3931,09:00-18:00
2013-04-04,朝阳北塔,晴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,9274,09:00-18:00
2013-04-05,朝阳北塔,大雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3312,09:00-18:00
2013-04-06,朝阳北塔,晴,22,,7936,09:00-18:00
2013-04-07,朝阳北塔,多云,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,6598,09:00-18:00
2013-04-08,朝阳北塔,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,9018,09:00-18:00
2013-04-09,朝阳北塔,雪,16,,6916,09:00-18:00
2013-04-10,朝阳北塔,中雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1558,09:00-18:00
2013-04-11,朝阳北塔,大雨,31,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3350,09:00-18:00
2013-04-12,朝阳北塔,多云,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,6297,09:00-18:00
2013-04-13,朝阳北塔,晴,10,,5113,09:00-18:00
2013-04-14,朝阳北塔,雪,30,,7493,09:00-18:00
2013-04-15,朝阳北塔,大雨,7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,717,09:00-18:00
2013-04-16,朝阳北塔,阴,7,,2424,09:00-18:00
2013-04-17,朝阳北塔,小雨,33,,1698,09:00-18:00
2013-04-18,朝阳北塔,雪,22,,4289,09:00-18:00
2013-04-19,朝阳北塔,多云,17,,7087,09:00-18:00
2013-04-20,朝阳北塔,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6756,09:00-18:00
2013-04-21,朝阳北塔,多云,31,,3419,09:00-18:00
2013-04-22,朝阳北塔,小雨,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,8144,09:00-18:00
2013-04-23,朝阳北塔,中雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7388,09:00-18:00
2013-04-24,朝阳北塔,阴,8,,2835,09:00-18:00
2013-04-25,朝阳北塔,阴,28,,2621,09:00-18:00
2013-04-26,朝阳北塔,雪,32,,603,09:00-18:00
2013-04-27,朝阳北塔,小雨,33,,5860,09:00-18:00
2013-04-28,朝阳北塔,多云,25,,7468,09:00-18:00
2013-04-29,朝阳北塔,大雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4303,09:00-18:00
2013-04-30,朝阳北塔,大雨,34,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3408,09:00-18:00
2013-05-01,朝阳北塔,多云,6,,614,09:00-18:00
2013-05-02,朝阳北塔,阴,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,5146,09:00-18:00
2013-05-03,朝阳北塔,多云,0,,3728,09:00-18:00
2013-05-04,朝阳北塔,中雨,21,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5161,09:00-18:00
2013-05-05,朝阳北塔,小雨,29,,9667,09:00-18:00
2013-05-06,朝阳北塔,多云,32,,8647,09:00-18:00
2013-05-07,朝阳北塔,小雨,21,,8758,09:00-18:00
2013-05-08,朝阳北塔,小雨,8,,2649,09:00-18:00
2013-05-09,朝阳北塔,晴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,3570,09:00-18:00
2013-05-10,朝阳北塔,晴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,3334,09:00-18:00
2013-05-11,朝阳北塔,多云,6,,9392,09:00-18:00
2013-05-12,朝阳北塔,小雨,30,,7454,09:00-18:00
2013-05-13,朝阳北塔,雪,9,,2430,09:00-18:00
2013-05-14,朝阳北塔,雪,0,,5079,09:00-18:00
2013-05-15,朝阳北塔,多云,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,4664,09:00-18:00
2013-05-16,朝阳北塔,阴,3,,8525,09:00-18:00
2013-05-17,朝阳北塔,多云,21,,7005,09:00-18:00
2013-05-18,朝阳北塔,多云,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,7281,09:00-18:00
2013-05-19,朝阳北塔,雪,31,,5374,09:00-18:00
2013-05-20,朝阳北塔,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9319,09:00-18:00
2013-05-21,朝阳北塔,晴,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,3299,09:00-18:00
2013-05-22,朝阳北塔,小雨,24,,4257,09:00-18:00
2013-05-23,朝阳北塔,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2095,09:00-18:00
2013-05-24,朝阳北塔,多云,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,1531,09:00-18:00
2013-05-25,朝阳北塔,阴,23,,2679,09:00-18:00
2013-05-26,朝阳北塔,晴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,5304,09:00-18:00
2013-05-27,朝阳北塔,雪,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,1296,09:00-18:00
2013-05-28,朝阳北塔,阴,19,,8219,09:00-18:00
2013-05-29,朝阳北塔,阴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,8404,09:00-18:00
2013-05-30,朝阳北塔,中雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4604,09:00-18:00
2013-05-31,朝阳北塔,小雨,2,,8512,09:00-18:00
2013-06-01,朝阳北塔,大雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7229,09:00-18:00
2013-06-02,朝阳北塔,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,8530,09:00-18:00
2013-06-03,朝阳北塔,小雨,31,,3693,09:00-18:00
2013-06-04,朝阳北塔,多云,12,,1053,09:00-18:00
2013-06-05,朝阳北塔,雪,35,,3367,09:00-18:00
2013-06-06,朝阳北塔,中雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6793,09:00-18:00
2013-06-07,朝阳北塔,大雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4719,09:00-18:00
2013-06-08,朝阳北塔,晴,2,,2744,09:00-18:00
2013-06-09,朝阳北塔,小雨,16,,1438,09:00-18:00
2013-06-10,朝阳北塔,多云,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,8591,09:00-18:00
2013-06-11,朝阳北塔,中雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9190,09:00-18:00
2013-06-12,朝阳北塔,晴,4,,9761,09:00-18:00
2013-06-13,朝阳北塔,大雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7445,09:00-18:00
2013-06-14,朝阳北塔,多云,5,,2656,09:00-18:00
2013-06-15,朝阳北塔,小雨,13,,4032,09:00-18:00
2013-06-16,朝阳北塔,晴,25,,5069,09:00-18:00
2013-06-17,朝阳北塔,晴,29,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,1111,09:00-18:00
2013-06-18,朝阳北塔,小雨,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,9090,09:00-18:00
2013-06-19,朝阳北塔,晴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,4298,09:00-18:00
2013-06-20,朝阳北塔,晴,-1,提供热饮服务;提醒游客注意保暖;增加室内休息区,3632,09:00-18:00
2013-06-21,朝阳北塔,多云,12,,7036,09:00-18:00
2013-06-22,朝阳北塔,大雨,8,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2463,09:00-18:00
2013-06-23,朝阳北塔,阴,10,,8677,09:00-18:00
2013-06-24,朝阳北塔,大雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2611,09:00-18:00
2013-06-25,朝阳北塔,阴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,8873,09:00-18:00
2013-06-26,朝阳北塔,雪,15,,6057,09:00-18:00
2013-06-27,朝阳北塔,阴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,3675,09:00-18:00
2013-06-28,朝阳北塔,多云,17,,9280,09:00-18:00
2013-06-29,朝阳北塔,多云,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,3369,09:00-18:00
2013-06-30,朝阳北塔,雪,21,,6135,09:00-18:00
2013-07-01,朝阳北塔,阴,30,,9880,09:00-18:00
2013-07-02,朝阳北塔,大雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9801,09:00-18:00
2013-07-03,朝阳北塔,晴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,1449,09:00-18:00
2013-07-04,朝阳北塔,阴,24,,537,09:00-18:00
2013-07-05,朝阳北塔,阴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,2329,09:00-18:00
2013-07-06,朝阳北塔,小雨,15,,9143,09:00-18:00
2013-07-07,朝阳北塔,大雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1440,09:00-18:00
2013-07-08,朝阳北塔,多云,7,,1227,09:00-18:00
2013-07-09,朝阳北塔,中雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5461,09:00-18:00
2013-07-10,朝阳北塔,阴,23,,1427,09:00-18:00
2013-07-11,朝阳北塔,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5217,09:00-18:00
2013-07-12,朝阳北塔,小雨,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,6198,09:00-18:00
2013-07-13,朝阳北塔,雪,20,,9382,09:00-18:00
2013-07-14,朝阳北塔,小雨,19,,4339,09:00-18:00
2013-07-15,朝阳北塔,中雨,-9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8713,09:00-18:00
2013-07-16,朝阳北塔,大雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,518,09:00-18:00
2013-07-17,朝阳北塔,小雨,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,4389,09:00-18:00
2013-07-18,朝阳北塔,中雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3118,09:00-18:00
2013-07-19,朝阳北塔,中雨,7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3587,09:00-18:00
2013-07-20,朝阳北塔,晴,29,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,3444,09:00-18:00
2013-07-21,朝阳北塔,阴,8,,7665,09:00-18:00
2013-07-22,朝阳北塔,晴,0,,1218,09:00-18:00
2013-07-23,朝阳北塔,中雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2148,09:00-18:00
2013-07-24,朝阳北塔,中雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8457,09:00-18:00
2013-07-25,朝阳北塔,多云,27,,3341,09:00-18:00
2013-07-26,朝阳北塔,晴,17,,7832,09:00-18:00
2013-07-27,朝阳北塔,中雨,35,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1486,09:00-18:00
2013-07-28,朝阳北塔,晴,29,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,3634,09:00-18:00
2013-07-29,朝阳北塔,大雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8513,09:00-18:00
2013-07-30,朝阳北塔,多云,9,,6021,09:00-18:00
2013-07-31,朝阳北塔,小雨,33,,8839,09:00-18:00
2013-08-01,朝阳北塔,晴,10,,4083,09:00-18:00
2013-08-02,朝阳北塔,阴,31,,6034,09:00-18:00
2013-08-03,朝阳北塔,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,9830,09:00-18:00
2013-08-04,朝阳北塔,晴,24,,5578,09:00-18:00
2013-08-05,朝阳北塔,阴,12,,4607,09:00-18:00
2013-08-06,朝阳北塔,大雨,3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9761,09:00-18:00
2013-08-07,朝阳北塔,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8986,09:00-18:00
2013-08-08,朝阳北塔,大雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9405,09:00-18:00
2013-08-09,朝阳北塔,阴,15,,7690,09:00-18:00
2013-08-10,朝阳北塔,大雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7175,09:00-18:00
2013-08-11,朝阳北塔,大雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7967,09:00-18:00
2013-08-12,朝阳北塔,雪,18,,976,09:00-18:00
2013-08-13,朝阳北塔,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7316,09:00-18:00
2013-08-14,朝阳北塔,晴,16,,3799,09:00-18:00
2013-08-15,朝阳北塔,小雨,19,,1756,09:00-18:00
2013-08-16,朝阳北塔,晴,31,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,6337,09:00-18:00
2013-08-17,朝阳北塔,小雨,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,5461,09:00-18:00
2013-08-18,朝阳北塔,中雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4595,09:00-18:00
2013-08-19,朝阳北塔,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,5298,09:00-18:00
2013-08-20,朝阳北塔,阴,10,,3312,09:00-18:00
2013-08-21,朝阳北塔,阴,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,2595,09:00-18:00
2013-08-22,朝阳北塔,晴,26,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,3876,09:00-18:00
2013-08-23,朝阳北塔,阴,26,,3426,09:00-18:00
2013-08-24,朝阳北塔,多云,4,,685,09:00-18:00
2013-08-25,朝阳北塔,中雨,23,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8280,09:00-18:00
2013-08-26,朝阳北塔,小雨,22,,3461,09:00-18:00
2013-08-27,朝阳北塔,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5070,09:00-18:00
2013-08-28,朝阳北塔,中雨,4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3392,09:00-18:00
2013-08-29,朝阳北塔,晴,26,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,1053,09:00-18:00
2013-08-30,朝阳北塔,阴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,3793,09:00-18:00
2013-08-31,朝阳北塔,多云,2,,2540,09:00-18:00
2013-09-01,朝阳北塔,多云,26,,5334,09:00-18:00
2013-09-02,朝阳北塔,阴,29,,5323,09:00-18:00
2013-09-03,朝阳北塔,晴,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,6638,09:00-18:00
2013-09-04,朝阳北塔,大雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8314,09:00-18:00
2013-09-05,朝阳北塔,大雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3904,09:00-18:00
2013-09-06,朝阳北塔,阴,31,,1618,09:00-18:00
2013-09-07,朝阳北塔,多云,7,,6402,09:00-18:00
2013-09-08,朝阳北塔,多云,0,,2040,09:00-18:00
2013-09-09,朝阳北塔,阴,24,,3716,09:00-18:00
2013-09-10,朝阳北塔,晴,5,,2670,09:00-18:00
2013-09-11,朝阳北塔,雪,4,,7071,09:00-18:00
2013-09-12,朝阳北塔,多云,32,,7519,09:00-18:00
2013-09-13,朝阳北塔,雪,35,,2105,09:00-18:00
2013-09-14,朝阳北塔,大雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5743,09:00-18:00
2013-09-15,朝阳北塔,小雨,24,,9377,09:00-18:00
2013-09-16,朝阳北塔,阴,32,,1459,09:00-18:00
2013-09-17,朝阳北塔,中雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3375,09:00-18:00
2013-09-18,朝阳北塔,晴,14,,1705,09:00-18:00
2013-09-19,朝阳北塔,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7460,09:00-18:00
2013-09-20,朝阳北塔,大雨,-4,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5669,09:00-18:00
2013-09-21,朝阳北塔,大雨,18,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7654,09:00-18:00
2013-09-22,朝阳北塔,晴,10,,1057,09:00-18:00
2013-09-23,朝阳北塔,雪,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,8711,09:00-18:00
2013-09-24,朝阳北塔,中雨,24,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9234,09:00-18:00
2013-09-25,朝阳北塔,晴,0,,8489,09:00-18:00
2013-09-26,朝阳北塔,阴,12,,2815,09:00-18:00
2013-09-27,朝阳北塔,大雨,5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1152,09:00-18:00
2013-09-28,朝阳北塔,多云,35,,8256,09:00-18:00
2013-09-29,朝阳北塔,大雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1654,09:00-18:00
2013-09-30,朝阳北塔,中雨,-1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6344,09:00-18:00
2013-10-01,朝阳北塔,小雨,3,,5066,09:00-18:00
2013-10-02,朝阳北塔,小雨,13,,7376,09:00-18:00
2013-10-03,朝阳北塔,大雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6805,09:00-18:00
2013-10-04,朝阳北塔,小雨,21,,5640,09:00-18:00
2013-10-05,朝阳北塔,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,4381,09:00-18:00
2013-10-06,朝阳北塔,晴,6,,8716,09:00-18:00
2013-10-07,朝阳北塔,阴,1,,1825,09:00-18:00
2013-10-08,朝阳北塔,雪,11,,6456,09:00-18:00
2013-10-09,朝阳北塔,小雨,7,,6752,09:00-18:00
2013-10-10,朝阳北塔,小雨,16,,3722,09:00-18:00
2013-10-11,朝阳北塔,阴,28,,8579,09:00-18:00
2013-10-12,朝阳北塔,阴,0,,2363,09:00-18:00
2013-10-13,朝阳北塔,晴,7,,1502,09:00-18:00
2013-10-14,朝阳北塔,小雨,14,,2401,09:00-18:00
2013-10-15,朝阳北塔,多云,0,,4431,09:00-18:00
2013-10-16,朝阳北塔,晴,19,,8837,09:00-18:00
2013-10-17,朝阳北塔,雪,8,,941,09:00-18:00
2013-10-18,朝阳北塔,雪,20,,3572,09:00-18:00
2013-10-19,朝阳北塔,多云,17,,9155,09:00-18:00
2013-10-20,朝阳北塔,雪,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,5778,09:00-18:00
2013-10-21,朝阳北塔,大雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7851,09:00-18:00
2013-10-22,朝阳北塔,晴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,1424,09:00-18:00
2013-10-23,朝阳北塔,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7418,09:00-18:00
2013-10-24,朝阳北塔,小雨,32,,6377,09:00-18:00
2013-10-25,朝阳北塔,阴,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,7079,09:00-18:00
2013-10-26,朝阳北塔,晴,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,8199,09:00-18:00
2013-10-27,朝阳北塔,晴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,1867,09:00-18:00
2013-10-28,朝阳北塔,多云,1,,2279,09:00-18:00
2013-10-29,朝阳北塔,小雨,22,,9817,09:00-18:00
