日期,景点名称,天气状况,温度,建议,预计客流量,最佳营业时间
2013-06-03,盘锦江南风情园,阴,29,,4505,09:00-18:00
2013-06-04,盘锦江南风情园,多云,16,,5978,09:00-18:00
2013-06-05,盘锦江南风情园,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9575,09:00-18:00
2013-06-06,盘锦江南风情园,中雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4214,09:00-18:00
2013-06-07,盘锦江南风情园,多云,18,,5698,09:00-18:00
2013-06-08,盘锦江南风情园,雪,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,6983,09:00-18:00
2013-06-09,盘锦江南风情园,阴,29,,2921,09:00-18:00
2013-06-10,盘锦江南风情园,中雨,26,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6370,09:00-18:00
2013-06-11,盘锦江南风情园,阴,23,,4178,09:00-18:00
2013-06-12,盘锦江南风情园,晴,13,,4876,09:00-18:00
2013-06-13,盘锦江南风情园,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5637,09:00-18:00
2013-06-14,盘锦江南风情园,多云,23,,5116,09:00-18:00
2013-06-15,盘锦江南风情园,多云,35,,8738,09:00-18:00
2013-06-16,盘锦江南风情园,雪,9,,8407,09:00-18:00
2013-06-17,盘锦江南风情园,雪,34,,4198,09:00-18:00
2013-06-18,盘锦江南风情园,大雨,21,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4488,09:00-18:00
2013-06-19,盘锦江南风情园,多云,21,,3133,09:00-18:00
2013-06-20,盘锦江南风情园,大雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6728,09:00-18:00
2013-06-21,盘锦江南风情园,小雨,16,,525,09:00-18:00
2013-06-22,盘锦江南风情园,阴,20,,6735,09:00-18:00
2013-06-23,盘锦江南风情园,小雨,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,4578,09:00-18:00
2013-06-24,盘锦江南风情园,晴,9,,8487,09:00-18:00
2013-06-25,盘锦江南风情园,小雨,24,,8309,09:00-18:00
2013-06-26,盘锦江南风情园,阴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,581,09:00-18:00
2013-06-27,盘锦江南风情园,小雨,29,,2713,09:00-18:00
2013-06-28,盘锦江南风情园,小雨,22,,9260,09:00-18:00
2013-06-29,盘锦江南风情园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5941,09:00-18:00
2013-06-30,盘锦江南风情园,多云,29,,8601,09:00-18:00
2013-07-01,盘锦江南风情园,晴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,8161,09:00-18:00
2013-07-02,盘锦江南风情园,小雨,4,,8767,09:00-18:00
2013-07-03,盘锦江南风情园,多云,17,,5041,09:00-18:00
2013-07-04,盘锦江南风情园,大雨,30,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1359,09:00-18:00
2013-07-05,盘锦江南风情园,多云,6,,7358,09:00-18:00
2013-07-06,盘锦江南风情园,多云,0,,3652,09:00-18:00
2013-07-07,盘锦江南风情园,多云,2,,5864,09:00-18:00
2013-07-08,盘锦江南风情园,阴,18,,8283,09:00-18:00
2013-07-09,盘锦江南风情园,雪,3,,3659,09:00-18:00
2013-07-10,盘锦江南风情园,雪,34,,2605,09:00-18:00
2013-07-11,盘锦江南风情园,中雨,20,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1478,09:00-18:00
2013-07-12,盘锦江南风情园,阴,34,,8778,09:00-18:00
2013-07-13,盘锦江南风情园,小雨,8,,4225,09:00-18:00
2013-07-14,盘锦江南风情园,大雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1109,09:00-18:00
2013-07-15,盘锦江南风情园,大雨,22,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8354,09:00-18:00
2013-07-16,盘锦江南风情园,阴,31,,7367,09:00-18:00
2013-07-17,盘锦江南风情园,小雨,32,,5010,09:00-18:00
2013-07-18,盘锦江南风情园,小雨,31,,4588,09:00-18:00
2013-07-19,盘锦江南风情园,晴,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,5546,09:00-18:00
2013-07-20,盘锦江南风情园,晴,17,,8065,09:00-18:00
2013-07-21,盘锦江南风情园,小雨,4,,1766,09:00-18:00
2013-07-22,盘锦江南风情园,多云,23,,8385,09:00-18:00
2013-07-23,盘锦江南风情园,中雨,-2,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7224,09:00-18:00
2013-07-24,盘锦江南风情园,晴,20,,9916,09:00-18:00
2013-07-25,盘锦江南风情园,阴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,7242,09:00-18:00
2013-07-26,盘锦江南风情园,小雨,-8,提供热饮服务;提醒游客注意保暖;增加室内休息区,9268,09:00-18:00
2013-07-27,盘锦江南风情园,晴,7,,8617,09:00-18:00
2013-07-28,盘锦江南风情园,小雨,27,,4496,09:00-18:00
2013-07-29,盘锦江南风情园,晴,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,4238,09:00-18:00
2013-07-30,盘锦江南风情园,多云,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,3175,09:00-18:00
2013-07-31,盘锦江南风情园,小雨,31,,3059,09:00-18:00
2013-08-01,盘锦江南风情园,小雨,25,,2574,09:00-18:00
2013-08-02,盘锦江南风情园,大雨,15,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8330,09:00-18:00
2013-08-03,盘锦江南风情园,大雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,8759,09:00-18:00
2013-08-04,盘锦江南风情园,大雨,33,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4021,09:00-18:00
2013-08-05,盘锦江南风情园,多云,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,670,09:00-18:00
2013-08-06,盘锦江南风情园,大雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4289,09:00-18:00
2013-08-07,盘锦江南风情园,中雨,-3,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,5007,09:00-18:00
2013-08-08,盘锦江南风情园,雪,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,1869,09:00-18:00
2013-08-09,盘锦江南风情园,多云,29,,1842,09:00-18:00
2013-08-10,盘锦江南风情园,晴,17,,1168,09:00-18:00
2013-08-11,盘锦江南风情园,小雨,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,3147,09:00-18:00
2013-08-12,盘锦江南风情园,大雨,6,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,9311,09:00-18:00
2013-08-13,盘锦江南风情园,阴,0,,6976,09:00-18:00
2013-08-14,盘锦江南风情园,中雨,7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7172,09:00-18:00
2013-08-15,盘锦江南风情园,多云,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,6698,09:00-18:00
2013-08-16,盘锦江南风情园,雪,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,6699,09:00-18:00
2013-08-17,盘锦江南风情园,晴,33,增加遮阳设施;准备充足的饮用水;调整工作人员排班，增加中午时段的人手,6750,09:00-18:00
2013-08-18,盘锦江南风情园,雪,25,,9218,09:00-18:00
2013-08-19,盘锦江南风情园,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,3718,09:00-18:00
2013-08-20,盘锦江南风情园,大雨,32,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4414,09:00-18:00
2013-08-21,盘锦江南风情园,晴,11,,5968,09:00-18:00
2013-08-22,盘锦江南风情园,中雨,17,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7182,09:00-18:00
2013-08-23,盘锦江南风情园,大雨,-10,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2282,09:00-18:00
2013-08-24,盘锦江南风情园,晴,16,,8600,09:00-18:00
2013-08-25,盘锦江南风情园,多云,16,,9155,09:00-18:00
2013-08-26,盘锦江南风情园,多云,15,,6419,09:00-18:00
2013-08-27,盘锦江南风情园,阴,29,,4221,09:00-18:00
2013-08-28,盘锦江南风情园,小雨,17,,5924,09:00-18:00
2013-08-29,盘锦江南风情园,多云,20,,4718,09:00-18:00
2013-08-30,盘锦江南风情园,小雨,-3,提供热饮服务;提醒游客注意保暖;增加室内休息区,8757,09:00-18:00
2013-08-31,盘锦江南风情园,阴,7,,7693,09:00-18:00
2013-09-01,盘锦江南风情园,多云,6,,2754,09:00-18:00
2013-09-02,盘锦江南风情园,中雨,1,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,1816,09:00-18:00
2013-09-03,盘锦江南风情园,雪,21,,4168,09:00-18:00
2013-09-04,盘锦江南风情园,多云,5,,7414,09:00-18:00
2013-09-05,盘锦江南风情园,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6981,09:00-18:00
2013-09-06,盘锦江南风情园,阴,-10,提供热饮服务;提醒游客注意保暖;增加室内休息区,9851,09:00-18:00
2013-09-07,盘锦江南风情园,大雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2744,09:00-18:00
2013-09-08,盘锦江南风情园,中雨,11,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4628,09:00-18:00
2013-09-09,盘锦江南风情园,小雨,10,,3526,09:00-18:00
2013-09-10,盘锦江南风情园,中雨,27,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4911,09:00-18:00
2013-09-11,盘锦江南风情园,小雨,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,9138,09:00-18:00
2013-09-12,盘锦江南风情园,阴,7,,1342,09:00-18:00
2013-09-13,盘锦江南风情园,大雨,16,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7850,09:00-18:00
2013-09-14,盘锦江南风情园,大雨,-5,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6939,09:00-18:00
2013-09-15,盘锦江南风情园,中雨,-7,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,4094,09:00-18:00
2013-09-16,盘锦江南风情园,雪,19,,4452,09:00-18:00
2013-09-17,盘锦江南风情园,晴,7,,4565,09:00-18:00
2013-09-18,盘锦江南风情园,中雨,34,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,3817,09:00-18:00
2013-09-19,盘锦江南风情园,晴,22,,2972,09:00-18:00
2013-09-20,盘锦江南风情园,雪,21,,3398,09:00-18:00
2013-09-21,盘锦江南风情园,雪,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,5873,09:00-18:00
2013-09-22,盘锦江南风情园,雪,16,,3549,09:00-18:00
2013-09-23,盘锦江南风情园,小雨,29,,8805,09:00-18:00
2013-09-24,盘锦江南风情园,多云,11,,600,09:00-18:00
2013-09-25,盘锦江南风情园,多云,-4,提供热饮服务;提醒游客注意保暖;增加室内休息区,9612,09:00-18:00
2013-09-26,盘锦江南风情园,雪,14,,5045,09:00-18:00
2013-09-27,盘锦江南风情园,阴,5,,2114,09:00-18:00
2013-09-28,盘锦江南风情园,阴,29,,3134,09:00-18:00
2013-09-29,盘锦江南风情园,雪,20,,2303,09:00-18:00
2013-09-30,盘锦江南风情园,小雨,-7,提供热饮服务;提醒游客注意保暖;增加室内休息区,6805,09:00-18:00
2013-10-01,盘锦江南风情园,晴,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,2763,09:00-18:00
2013-10-02,盘锦江南风情园,晴,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,5218,09:00-18:00
2013-10-03,盘锦江南风情园,阴,35,,6364,09:00-18:00
2013-10-04,盘锦江南风情园,多云,4,,3107,09:00-18:00
2013-10-05,盘锦江南风情园,小雨,-2,提供热饮服务;提醒游客注意保暖;增加室内休息区,9968,09:00-18:00
2013-10-06,盘锦江南风情园,多云,26,,9389,09:00-18:00
2013-10-07,盘锦江南风情园,中雨,13,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,7656,09:00-18:00
2013-10-08,盘锦江南风情园,多云,7,,9230,09:00-18:00
2013-10-09,盘锦江南风情园,中雨,14,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2203,09:00-18:00
2013-10-10,盘锦江南风情园,中雨,25,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,2872,09:00-18:00
2013-10-11,盘锦江南风情园,阴,7,,1170,09:00-18:00
2013-10-12,盘锦江南风情园,大雨,19,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,645,09:00-18:00
2013-10-13,盘锦江南风情园,雪,-5,提供热饮服务;提醒游客注意保暖;增加室内休息区,2125,09:00-18:00
2013-10-14,盘锦江南风情园,大雨,29,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6437,09:00-18:00
2013-10-15,盘锦江南风情园,阴,5,,6176,09:00-18:00
2013-10-16,盘锦江南风情园,中雨,9,准备雨具租赁服务;检查排水系统;安排室内活动作为备选,6015,09:00-18:00
2013-10-17,盘锦江南风情园,小雨,-9,提供热饮服务;提醒游客注意保暖;增加室内休息区,6016,09:00-18:00
2013-10-18,盘锦江南风情园,小雨,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,2001,09:00-18:00
2013-10-19,盘锦江南风情园,阴,-6,提供热饮服务;提醒游客注意保暖;增加室内休息区,8008,09:00-18:00
