城市,景点名称,类型,最佳季节,评分,门票价格,推荐游玩时长,简介,经度,纬度,电话
营口,东林禅寺,风景名胜,全年,4.1,免费,2-3小时,金龙路,,,
营口,葵花小镇,风景名胜,全年,3.9,免费,2-3小时,柳树镇东岗子村,,,
营口,文峰禅寺,风景名胜,全年,4.0,免费,2-3小时,红花峪村,,,
营口,辽宁省双龙山旅游风景区,风景名胜,全年,4.0,免费,2-3小时,沙岗镇上屯村(村里的山上),,,
营口,大石桥市回春观道院,风景名胜,全年,4.0,免费,2-3小时,红旗山红旗南街与青龙山大街交叉口东南方向1公里,,,
营口,盖州城墙,风景名胜,全年,4.1,免费,2-3小时,鱼市胡同与束鹿路交叉口东280米,,,
营口,盖州市西河口龙王庙,风景名胜,全年,3.9,免费,2-3小时,西河口连云岛旁边,,,
营口,清真寺,风景名胜,全年,4.1,免费,2-3小时,石桥大街8号,,,
营口,鲅鱼圈世纪广场,风景名胜,全年,4.4,免费,2-3小时,营港路与昆仑大街交汇处,,,
营口,老边基督教堂,风景名胜,全年,3.8,免费,2-3小时,基督教堂(繁荣路北),,,
营口,黑妈妈殿,风景名胜,全年,3.8,免费,2-3小时,团山管理区北海村辽宁团山国家级海洋公园内(北侧),,,
营口,玉皇庙,风景名胜,全年,3.8,免费,2-3小时,305国道东50米,,,
营口,清河广场,风景名胜,全年,3.9,免费,2-3小时,盖州路与清河景观街交叉口南120米,,,
营口,营口市南光基督教,风景名胜,全年,3.6,免费,2-3小时,金牛山大街东30甲,,,
营口,山海广场,风景名胜,全年,4.8,免费,2-3小时,熊岳镇山海大道,,,
营口,北海娘娘庙,风景名胜,全年,4.0,免费,2-3小时,滨海公路,,,
营口,营口天主堂,风景名胜,全年,3.7,免费,2-3小时,建设街12号,,,
营口,基督教崇恩堂,风景名胜,全年,3.7,免费,2-3小时,延寿里1号,,,
营口,墩台山公园,风景名胜,全年,4.1,免费,2-3小时,烽火台附近,,,
营口,福田禅院,风景名胜,全年,4.0,免费,2-3小时,杨房身村,,,
营口,月亮湖公园,风景名胜,全年,4.6,免费,2-3小时,红海街道辽东湾大街南段,,,
营口,普济寺,风景名胜,全年,4.0,免费,2-3小时,胜利街普济寺(盖州市民和小学附近),,,
营口,大石桥市基督教会,风景名胜,全年,3.9,免费,2-3小时,镁都街道哈大南路26号,,,
营口,海石天街玻璃桥,风景名胜,全年,4.0,免费,2-3小时,北海海洋公园,,,
营口,音乐喷泉广场,风景名胜,全年,3.6,免费,2-3小时,博文路46号,,,
营口,南海寺,风景名胜,全年,3.8,免费,2-3小时,雁楠中学西,,,
营口,辽河公园(南园),风景名胜,全年,3.6,免费,2-3小时,清华路与辽河大街交汇处北行100米路西,,,
营口,先锋林,风景名胜,全年,3.9,免费,2-3小时,营口金诺矿产有限公司南侧120米,,,
营口,通惠门遗址,风景名胜,全年,3.7,免费,2-3小时,清华路与西华街交叉口东220米,,,
营口,蟠龙山动物园,风景名胜,全年,3.9,免费,2-3小时,蟠龙山公园内(西侧),,,
营口,虎石沟万人坑纪念馆,风景名胜,全年,4.0,免费,2-3小时,虎石沟,,,
营口,营口盖州上帝庙,风景名胜,全年,4.0,免费,2-3小时,西大街路北,,,
营口,迷镇山海云寺,风景名胜,全年,4.0,免费,2-3小时,金龙路大石桥市金桥管理区灵童幼儿园西北侧约160米,,,
营口,启航广场,风景名胜,全年,3.8,免费,2-3小时,天成脂肪醇化工公司北侧480米,,,
营口,辽宁团山国家级海洋公园(暂停开放),风景名胜,全年,4.6,免费,2-3小时,团山管理区北海村,,,
营口,青龙山公园,风景名胜,全年,4.4,免费,2-3小时,长江路誉龙华府小区附近,,,
营口,中国红十字运动发源地纪念馆,风景名胜,全年,3.8,免费,2-3小时,建设街与市府路交叉口西北40米,,,
营口,龟石滩,风景名胜,全年,4.1,免费,2-3小时,滨海路与会展路交汇处西,,,
营口,牛庄海关旧址,风景名胜,全年,3.7,免费,2-3小时,建设街天赋国际酒店牛庄海关旧址,,,
营口,银沙滩,风景名胜,全年,4.1,免费,2-3小时,华夏·亚特兰海乐园西侧180米,,,
营口,野草河湿地风景区,风景名胜,全年,4.0,免费,2-3小时,柳树镇政府南行3公里(上博路路东),,,
营口,石佛禅寺,风景名胜,全年,3.9,免费,2-3小时,石佛镇石佛村,,,
营口,前砬山烽火台,风景名胜,全年,3.7,免费,2-3小时,利群工装西南侧490米,,,
营口,毗卢寺,风景名胜,全年,4.0,免费,2-3小时,[],,,
营口,青云古寺,风景名胜,全年,3.7,免费,2-3小时,水源镇华兴村,,,
营口,希望广场-少年宫广场,风景名胜,全年,3.6,免费,2-3小时,希望广场,,,
营口,蟠龙洞,风景名胜,全年,3.8,免费,2-3小时,人民大街与哈大北路交叉口东240米,,,
营口,归茗寺,风景名胜,全年,4.3,免费,2-3小时,双台镇,,,
营口,卐字会旧址,风景名胜,全年,3.7,免费,2-3小时,中兴路5号,,,
营口,优粤城城市广场,风景名胜,全年,3.6,免费,2-3小时,渤海东大街2号,,,
营口,营口城市广场,风景名胜,全年,3.8,免费,2-3小时,辽河大街与通惠路交叉口东140米,,,
营口,基督教堂,风景名胜,全年,3.8,免费,2-3小时,营柳路与规划四路交叉口东120米,,,
营口,营口盐化厂旧址,风景名胜,全年,3.7,免费,2-3小时,大庆路2-7号,,,
营口,大石桥市烈士陵园,生活服务,全年,0.0,免费,2-3小时,镁都街道哈大北路13号,,,
营口,永安教堂,风景名胜,全年,3.6,免费,2-3小时,[],,,
营口,弥陀寺,风景名胜,全年,4.1,免费,2-3小时,周家镇三道岭,,,
营口,大辽河整治工程竣工纪念碑,风景名胜,全年,4.1,免费,2-3小时,[],,,
营口,石棚峪石棚,风景名胜,全年,3.8,免费,2-3小时,高平线,,,
营口,迷镇山旅游区,风景名胜,全年,3.7,免费,2-3小时,金龙路迷镇山娘娘庙附近,,,
营口,东屏园,风景名胜,全年,3.6,免费,2-3小时,繁荣大街与和平大街交叉口西120米,,,
营口,玄虚观,风景名胜,全年,3.8,免费,2-3小时,迷镇山,,,
营口,盖州护国三宝寺,风景名胜,全年,4.0,免费,2-3小时,白果村北侧,,,
营口,新生命堂,风景名胜,全年,3.8,免费,2-3小时,正新大街大石桥市基督教会附近,,,
营口,宝龙观,风景名胜,全年,4.1,免费,2-3小时,[],,,
营口,望儿山,风景名胜,全年,4.6,免费,2-3小时,熊岳镇望儿山村,,,
营口,寿门,风景名胜,全年,3.2,免费,2-3小时,新兴大街与门旺路交叉口东80米,,,
营口,牛庄邮便局旧址,风景名胜,全年,3.4,免费,2-3小时,辽河广场5号,,,
营口,龙王庙,风景名胜,全年,3.8,免费,2-3小时,新区西部滨海旅游带西崴子村南辽宁团山国家级海洋公园禅悦庵,,,
营口,大石桥市宋光烈士墓,风景名胜,全年,0.0,免费,2-3小时,博洛铺镇太平庄村,,,
营口,得胜公园,风景名胜,全年,3.5,免费,2-3小时,得胜路与新兴大街交叉口北160米,,,
营口,大石桥市天主教堂,风景名胜,全年,3.6,免费,2-3小时,石桥大街6号,,,
营口,石佛镇淮子沟村龙王庙,风景名胜,全年,3.7,免费,2-3小时,石佛镇淮子村庆生农资商东北侧130米,,,
营口,宝安讲寺,风景名胜,全年,4.0,免费,2-3小时,沙岗子上屯村,,,
营口,营口熊岳天沐温泉度假村,住宿服务,全年,4.7,免费,2-3小时,熊岳镇温泉村(近望儿山)铁东街天沐路,,,
营口,海蚀地貌,风景名胜,全年,3.8,免费,2-3小时,国家级海洋公园西侧220米,,,
营口,鼓楼,风景名胜,全年,3.6,免费,2-3小时,北海新区辽宁团山国家海洋公园内北海禅寺内(南侧),,,
营口,盖州市天主教会,风景名胜,全年,3.8,免费,2-3小时,红旗大街与束鹿路交叉口北140米,,,
营口,慈航宫,风景名胜,全年,3.7,免费,2-3小时,迷镇山,,,
营口,古船走廊,风景名胜,全年,3.8,免费,2-3小时,北海新区(辽宁团山国家海洋公园),,,
营口,盖州妙吉祥寺,风景名胜,全年,3.8,免费,2-3小时,东城办事处北化,,,
营口,文化休闲广场,风景名胜,全年,3.6,免费,2-3小时,迎宾路与文化路交叉口西南60米,,,
营口,烽火台,风景名胜,全年,4.1,免费,2-3小时,墩台山公园,,,
营口,老爷庙桥,风景名胜,全年,3.8,免费,2-3小时,老城线,,,
营口,黄土岭,风景名胜,全年,3.6,免费,2-3小时,镁都大街与东邦路交叉口东北340米,,,
营口,双龙山聚仙观,风景名胜,全年,3.9,免费,2-3小时,盖亮线,,,
营口,青龙观,风景名胜,全年,4.1,免费,2-3小时,泰山大街与玉河路交叉口北440米,,,
营口,永进社区广场,风景名胜,全年,3.5,免费,2-3小时,新兴大街39号,,,
营口,金泰文化艺术广场,风景名胜,全年,3.9,免费,2-3小时,红海街道日月大道与平安大街交汇处南300米,,,
营口,山海广场海滩,风景名胜,全年,4.5,免费,2-3小时,熊岳镇山海大道山海广场,,,
营口,口袋公园(建设中),风景名胜,全年,3.5,免费,2-3小时,庄林路天福汽车门前绿化带,,,
营口,营口市英商亚细亚界碑,风景名胜,全年,3.7,免费,2-3小时,河湾北街16号,,,
营口,满铁医院旧址,风景名胜,全年,3.3,免费,2-3小时,建设街89号,,,
营口,营口地产矿石园,风景名胜,全年,3.5,免费,2-3小时,渔市街道渤海大街西段116号西炮台公园,,,
营口,慈莲寺,风景名胜,全年,3.9,免费,2-3小时,大石桥虎庄镇,,,
营口,月老庙,风景名胜,全年,3.5,免费,2-3小时,团山管理区北海村辽宁团山国家级海洋公园内(北侧),,,
营口,山海广场-鲅鱼公主雕塑,风景名胜,全年,4.3,免费,2-3小时,熊岳镇山海广场内,,,
营口,碧霞山公园,风景名胜,全年,4.0,免费,2-3小时,闽江路与盐场街交叉口北300米,,,
营口,虎庄石佛寺,风景名胜,全年,3.7,免费,2-3小时,金牛山路,,,
营口,红海河公园,风景名胜,全年,4.1,免费,2-3小时,海霞路与平安东街交叉口东北80米,,,
营口,清云观,风景名胜,全年,3.6,免费,2-3小时,202国道,,,
营口,仙人岛风景区,风景名胜,全年,4.6,免费,2-3小时,九垄地镇,,,
营口,熊岳植物园(暂停开放),风景名胜,全年,4.3,免费,2-3小时,熊岳镇铁东街,,,
营口,楞严禅寺-般若堂,风景名胜,全年,3.3,免费,2-3小时,新兴大街西16号,,,
营口,营口文化名人馆,风景名胜,全年,3.7,免费,2-3小时,辽河大街西54-1号,,,
营口,青云寺,风景名胜,全年,3.8,免费,2-3小时,[],,,
营口,万有惠民广场,风景名胜,全年,3.6,免费,2-3小时,万友路与建设街交叉口南120米,,,
营口,迁乔禅寺,风景名胜,全年,4.3,免费,2-3小时,无限极东侧150米,,,
营口,火神庙,风景名胜,全年,3.9,免费,2-3小时,盖亮线,,,
营口,金溪谷乡村旅游风景区,体育休闲服务,全年,4.5,免费,2-3小时,小石棚乡周屯村,,,
营口,沈延毅纪念馆,风景名胜,全年,3.7,免费,2-3小时,红旗大街,,,
营口,宝林寺,风景名胜,全年,3.9,免费,2-3小时,305国道,,,
营口,白沙湾黄金海岸,风景名胜,全年,4.6,免费,2-3小时,归州镇西,,,
营口,三清观,风景名胜,全年,4.2,免费,2-3小时,鲅孔线,,,
营口,口袋公园,风景名胜,全年,3.2,免费,2-3小时,东升路与太和北街东南角,,,
营口,清河新韵,风景名胜,全年,3.5,免费,2-3小时,大清河南桥附近,,,
营口,三缘寺,风景名胜,全年,3.7,免费,2-3小时,青花管理区青花峪村,,,
营口,火山公园,购物服务,全年,4.2,免费,2-3小时,熊岳镇政府斜对面,,,
营口,牛庄俱乐部旧址,风景名胜,全年,3.3,免费,2-3小时,市府路与八田地街交叉口北60米,,,
营口,通发栈旧址,风景名胜,全年,3.7,免费,2-3小时,辽河老街,,,
营口,熊岳古城,风景名胜,全年,4.4,免费,2-3小时,小邵卫生所(辽南大街店)东南侧220米,,,
营口,玉皇宫,风景名胜,全年,3.8,免费,2-3小时,徐屯镇前松屯村九龙山,,,
营口,纯正寮房旧址,风景名胜,全年,3.7,免费,2-3小时,振兴北路与团结路南交叉口西南20米,,,
营口,莲花寺,风景名胜,全年,3.8,免费,2-3小时,汤池镇西茨沟村(除二层楼外),,,
营口,营口公园烈士纪念碑,风景名胜,全年,3.4,免费,2-3小时,辽河大街78号22,,,
营口,中央公园,风景名胜,全年,3.6,免费,2-3小时,上白线(营口东站),,,
营口,海石天街景区,风景名胜,全年,3.8,免费,2-3小时,团山管理区北海村辽宁团山国家级海洋公园(西北角),,,
营口,铁塔山铁塔,风景名胜,全年,3.6,免费,2-3小时,202国道与盖梁线交叉口西420米,,,
营口,妈祖庙,风景名胜,全年,3.7,免费,2-3小时,团山管理区北海村辽宁团山国家级海洋公园内(北侧),,,
营口,玄清堂,风景名胜,全年,3.2,免费,2-3小时,东新路11-8号,,,
营口,北海龙宫一条街,风景名胜,全年,3.7,免费,2-3小时,北海村,,,
营口,高丽山山城,风景名胜,全年,3.9,免费,2-3小时,营口正嘉实业有限公司北侧440米,,,
营口,中共大石桥农村第一党支部西田纪念馆,风景名胜,全年,0.0,免费,2-3小时,西田村,,,
营口,鸿雁山风景区,风景名胜,全年,4.0,免费,2-3小时,鸿雁生态园南侧150米,,,
营口,德胜门遗址,风景名胜,全年,3.3,免费,2-3小时,得胜路天元新居东侧,,,
营口,观海堤,风景名胜,全年,4.1,免费,2-3小时,熊岳镇鲅鱼圈区经济开发区山海广场渤海明珠观景台内,,,
