城市,景点名称,类型,最佳季节,评分,门票价格,推荐游玩时长,简介,经度,纬度,电话
本溪,革命烈士纪念碑,风景名胜,全年,3.7,免费,2-3小时,望溪公园,123.7761,41.3116,
本溪,平顶山森林公园-青云关,风景名胜,全年,3.7,免费,2-3小时,天门路平顶山森林公园内(西侧),123.7761,41.3116,
本溪,实华·新时代广场,风景名胜,全年,3.3,免费,2-3小时,胜利路3-5号附近,123.7761,41.3116,
本溪,玉皇庙,风景名胜,全年,3.9,免费,2-3小时,平顶山森林公园,123.7761,41.3116,
本溪,本溪小天池,风景名胜,全年,4.2,免费,2-3小时,[],123.7761,41.3116,
本溪,静云园,风景名胜,全年,3.8,免费,2-3小时,转山新家源小区,123.7761,41.3116,
本溪,滴水洞自然保护区,风景名胜,全年,3.9,免费,2-3小时,青云山风景区,123.7761,41.3116,
本溪,本溪卧龙基督教堂,风景名胜,全年,3.9,免费,2-3小时,本桓高速出口与本桓高速交叉口东200米,123.7761,41.3116,
本溪,观音山公园,风景名胜,全年,4.2,免费,2-3小时,西山路,123.7761,41.3116,
本溪,四方古寨,风景名胜,全年,4.0,免费,2-3小时,青云山风景区,123.7761,41.3116,
本溪,玉龙山公园,风景名胜,全年,4.1,免费,2-3小时,仙榆路附近,123.7761,41.3116,
本溪,关门山国家森林公园,风景名胜,全年,4.7,免费,2-3小时,小市镇关山湖,123.7761,41.3116,
本溪,牛毛岭景区国家地质公园,风景名胜,全年,3.7,免费,2-3小时,柳彩线附近,123.7761,41.3116,
本溪,龙门寺,风景名胜,全年,3.9,免费,2-3小时,滨河北路与翠溪路交叉口北300米,123.7761,41.3116,
本溪,南芬音乐公路,风景名胜,全年,4.2,免费,2-3小时,下深线东南侧,123.7761,41.3116,
本溪,天龙古洞风景区,风景名胜,全年,4.3,免费,2-3小时,小城镇乡香磨村,123.7761,41.3116,
本溪,金山公园,风景名胜,全年,3.7,免费,2-3小时,紫金北街1号,123.7761,41.3116,
本溪,高峪山公园-百合门,风景名胜,全年,3.9,免费,2-3小时,百合新城(合峪街北),123.7761,41.3116,
本溪,平顶山碉堡群,风景名胜,全年,3.8,免费,2-3小时,天门路平顶山森林公园,123.7761,41.3116,
本溪,基督教堂,风景名胜,全年,3.9,免费,2-3小时,郑家路,123.7761,41.3116,
本溪,东北抗联史实陈列馆,风景名胜,全年,4.0,免费,2-3小时,滨河东路100号,123.7761,41.3116,
本溪,本溪环城国家森林公园,风景名胜,全年,3.8,免费,2-3小时,[],123.7761,41.3116,
本溪,本溪烈士纪念馆,风景名胜,全年,3.9,免费,2-3小时,水洞路(青松岭),123.7761,41.3116,
本溪,平顶山森林公园-北门人行门,风景名胜,全年,3.7,免费,2-3小时,环山路,123.7761,41.3116,
本溪,本溪市天主教堂,风景名胜,全年,3.7,免费,2-3小时,彩南街13-2号附近,123.7761,41.3116,
本溪,北沙河湿地公园,风景名胜,全年,4.2,免费,2-3小时,枫叶路200号,123.7761,41.3116,
本溪,慈航寺,风景名胜,全年,3.9,免费,2-3小时,柳塘路7-1号,123.7761,41.3116,
本溪,安居广场,风景名胜,全年,3.9,免费,2-3小时,新欣街32-4号附近,123.7761,41.3116,
本溪,本溪湖景区国家地质公园,风景名胜,全年,3.7,免费,2-3小时,河西街道溪湖西路路208号本溪湖景区,123.7761,41.3116,
本溪,东芬广场,风景名胜,全年,3.5,免费,2-3小时,解放北路东芬转盘路口附近,123.7761,41.3116,
本溪,平顶山森林公园-万佛窟景点,风景名胜,全年,3.6,免费,2-3小时,天门路平顶山森林公园内,123.7761,41.3116,
本溪,大峪基督教堂,风景名胜,全年,3.7,免费,2-3小时,育龙路与华夏街交叉口东80米,123.7761,41.3116,
本溪,万市大集,风景名胜,全年,3.6,免费,2-3小时,万达广场(本溪店),123.7761,41.3116,
本溪,钓鱼台玉龙观,风景名胜,全年,4.0,免费,2-3小时,钓鱼台,123.7761,41.3116,
本溪,康溪公园,风景名胜,全年,3.9,免费,2-3小时,仙东路,123.7761,41.3116,
本溪,日俄战争遗址,风景名胜,全年,3.8,免费,2-3小时,天门路116号1,123.7761,41.3116,
本溪,本溪水洞-乘船处,风景名胜,全年,4.1,免费,2-3小时,本溪水洞乘船处(本溪水洞风景区),123.7761,41.3116,
本溪,本溪湖肉丘坟,风景名胜,全年,3.6,免费,2-3小时,琪星超市南侧230米,123.7761,41.3116,
本溪,本溪玻璃栈道,风景名胜,全年,4.0,免费,2-3小时,本溪大峡谷内(西侧),123.7761,41.3116,
本溪,观音阁水库风景区(不对外开放),风景名胜,全年,4.1,免费,2-3小时,观音阁街道观音阁水库路,123.7761,41.3116,
本溪,中国冒险公园,风景名胜,全年,4.0,免费,2-3小时,解放村,123.7761,41.3116,
本溪,欧洲城-巴黎印象马德里广场,风景名胜,全年,3.8,免费,2-3小时,地工路与育民街交叉口东北160米,123.7761,41.3116,
本溪,辽东第一寒泉,风景名胜,全年,4.3,免费,2-3小时,小水洞沟西南侧,123.7761,41.3116,
本溪,本溪湖工业遗产-鹤友俱乐部,风景名胜,全年,3.8,免费,2-3小时,河东街道东山一道11-1楼,123.7761,41.3116,
本溪,观音庙,风景名胜,全年,4.1,免费,2-3小时,观音山公园,123.7761,41.3116,
本溪,本溪水洞景区-硅化木王国,风景名胜,全年,4.1,免费,2-3小时,小市镇谢家崴子村本溪水洞内,123.7761,41.3116,
本溪,大浓湖荷花池,风景名胜,全年,4.1,免费,2-3小时,544乡道东50米,123.7761,41.3116,
本溪,丽园休闲广场,风景名胜,全年,3.6,免费,2-3小时,胜利路25号,123.7761,41.3116,
本溪,矿山公园,风景名胜,全年,4.0,免费,2-3小时,歪头山铁矿邮政支局(沈本产业大道),123.7761,41.3116,
本溪,大仓喜八郎遗发冢,风景名胜,全年,3.9,免费,2-3小时,城中山,123.7761,41.3116,
本溪,枫叶观赏区,风景名胜,全年,4.3,免费,2-3小时,关门山国家森林公园内(西侧),123.7761,41.3116,
本溪,财富广场,风景名胜,全年,4.0,免费,2-3小时,长江路396号,123.7761,41.3116,
本溪,南芬露天矿万人坑纪念碑,风景名胜,全年,3.8,免费,2-3小时,丹阜高速,123.7761,41.3116,
本溪,肖家河,风景名胜,全年,3.9,免费,2-3小时,[],123.7761,41.3116,
本溪,红景花海红叶谷,风景名胜,全年,4.0,免费,2-3小时,小市镇山城子村五组,123.7761,41.3116,
本溪,华夏公园,风景名胜,全年,3.5,免费,2-3小时,丹阜高速,123.7761,41.3116,
本溪,本溪市园林管理处望溪公园,风景名胜,全年,3.2,免费,2-3小时,人民路与铁路街交叉口东200米,123.7761,41.3116,
本溪,九鼎铁刹山风景区,风景名胜,全年,4.8,免费,2-3小时,田师付镇铁刹山村4组35号1-1,123.7761,41.3116,
本溪,本溪安奉铁路旧址,风景名胜,全年,3.7,免费,2-3小时,溪湖东路105号,123.7761,41.3116,
本溪,龙泉寺,风景名胜,全年,3.9,免费,2-3小时,溪湖区国道1113号,123.7761,41.3116,
本溪,极乐寺,风景名胜,全年,3.8,免费,2-3小时,560乡道旁边,123.7761,41.3116,
本溪,玄元宫,风景名胜,全年,3.9,免费,2-3小时,小清线,123.7761,41.3116,
本溪,望溪公园,风景名胜,全年,4.2,免费,2-3小时,人民路,123.7761,41.3116,
本溪,本溪市动植物园(暂停开放),风景名胜,全年,4.3,免费,2-3小时,宾馆路平顶山西北麓,123.7761,41.3116,
本溪,本溪市青云山风景区(暂停开放),风景名胜,全年,4.4,免费,2-3小时,高速公路南口四方台,123.7761,41.3116,
本溪,本溪大峡谷(暂停开放),风景名胜,全年,4.7,免费,2-3小时,思山岭街道解放村本溪大峡谷内,123.7761,41.3116,
本溪,高峪山公园,风景名胜,全年,4.0,免费,2-3小时,高峪百合新城,123.7761,41.3116,
本溪,小华山公园,风景名胜,全年,4.1,免费,2-3小时,阳光花园1号楼,123.7761,41.3116,
本溪,辽宁本溪国家地质公园,风景名胜,全年,4.1,免费,2-3小时,小市镇谢家崴子村本溪水洞风景区内,123.7761,41.3116,
本溪,怪石洞(暂停开放),风景名胜,全年,4.0,免费,2-3小时,河西街道东亿-瑞馨佳园24号楼1层3号门市正西方向160米,123.7761,41.3116,
本溪,文化广场,风景名胜,全年,3.9,免费,2-3小时,人民路25号,123.7761,41.3116,
本溪,建设广场,风景名胜,全年,3.4,免费,2-3小时,樱花街1号华联超市(生活广场店),123.7761,41.3116,
本溪,本溪关山湖景区(暂停开放),风景名胜,全年,4.8,免费,2-3小时,小市镇陈英村,123.7761,41.3116,
本溪,治沉广场,风景名胜,全年,3.7,免费,2-3小时,彩兴街16号,123.7761,41.3116,
本溪,关门山生态大峡谷(暂停开放),风景名胜,全年,4.3,免费,2-3小时,小市镇关门山森林公园上行1公里处,123.7761,41.3116,
本溪,西山体育公园(暂停开放),风景名胜,全年,3.9,免费,2-3小时,中心路145-6栋,123.7761,41.3116,
本溪,王姑祠,风景名胜,全年,4.1,免费,2-3小时,小右线,123.7761,41.3116,
本溪,本溪汤沟绿石谷国家森林公园(暂停开放),风景名胜,全年,4.6,免费,2-3小时,胡汤线与569乡道交叉口东,123.7761,41.3116,
本溪,怡然亭,风景名胜,全年,3.5,免费,2-3小时,平顶山森林公园(西北角),123.7761,41.3116,
本溪,松泉寺,风景名胜,全年,3.9,免费,2-3小时,高官镇304省道,123.7761,41.3116,
本溪,硅化木园,风景名胜,全年,3.9,免费,2-3小时,谢家崴子村本溪水洞风景区硅化木王国内,123.7761,41.3116,
本溪,武山游园,风景名胜,全年,3.7,免费,2-3小时,矿院街30号,123.7761,41.3116,
本溪,枫香谷温泉,风景名胜,全年,4.1,免费,2-3小时,小市镇陈英村,123.7761,41.3116,
本溪,本溪煤矿中央大斜井,风景名胜,全年,3.6,免费,2-3小时,南山街与兴工街交叉口西120米,123.7761,41.3116,
本溪,百花园,风景名胜,全年,3.6,免费,2-3小时,人民路望溪公园,123.7761,41.3116,
本溪,心海澄明,风景名胜,全年,3.8,免费,2-3小时,本石线,123.7761,41.3116,
本溪,白马寺景区,风景名胜,全年,3.8,免费,2-3小时,程家村,123.7761,41.3116,
本溪,火神寺,风景名胜,全年,3.7,免费,2-3小时,红脸村,123.7761,41.3116,
本溪,天著33号楼私汤温泉民宿(本溪县温泉寺店),风景名胜,全年,3.7,免费,2-3小时,水岸家园西南侧260米,123.7761,41.3116,
本溪,庙后山遗址,风景名胜,全年,3.9,免费,2-3小时,庙后山南坡,123.7761,41.3116,
本溪,龙王庙,风景名胜,全年,4.0,免费,2-3小时,迎水寺大桥北侧,123.7761,41.3116,
本溪,杨府,风景名胜,全年,3.4,免费,2-3小时,平山路31号正东方向140米建工集贸商场,123.7761,41.3116,
本溪,青年园,风景名胜,全年,3.5,免费,2-3小时,明山路133号,123.7761,41.3116,
本溪,峪龙公园,风景名胜,全年,3.6,免费,2-3小时,程家街与育龙路交叉口北120米,123.7761,41.3116,
本溪,铁刹山黑妈妈,风景名胜,全年,4.4,免费,2-3小时,铁刹山森林公园,123.7761,41.3116,
本溪,沈阳药科大学药用植物园,风景名胜,全年,3.7,免费,2-3小时,华佗大街121号,123.7761,41.3116,
本溪,枫王,风景名胜,全年,4.0,免费,2-3小时,小市镇关山湖关门山国家森林公园,123.7761,41.3116,
本溪,老洞庙(暂停开放),风景名胜,全年,3.7,免费,2-3小时,集本线北侧,123.7761,41.3116,
本溪,枫桦园,风景名胜,全年,3.5,免费,2-3小时,明西小区13号楼4单元6-11,123.7761,41.3116,
本溪,中共中央东北局(本溪)办公旧址,风景名胜,全年,0.0,免费,2-3小时,河东街道铁工社区东山一道11-2楼,123.7761,41.3116,
本溪,花溪沐枫雪温泉旅游度假区,风景名胜,全年,4.2,免费,2-3小时,草河掌镇胡堡村和欣路13号,123.7761,41.3116,
本溪,宝山游园,风景名胜,全年,3.6,免费,2-3小时,后湖二道岗大众超市,123.7761,41.3116,
本溪,文能寺,风景名胜,全年,3.4,免费,2-3小时,[],123.7761,41.3116,
本溪,沈阳药科大学南校区药文化交流广场,风景名胜,全年,3.5,免费,2-3小时,枫叶路与华佗大街交叉口南300米,123.7761,41.3116,
本溪,斜坡道广场,风景名胜,全年,3.8,免费,2-3小时,小阳沟铁矿,123.7761,41.3116,
本溪,本溪关山湖风景区野人谷,风景名胜,全年,4.2,免费,2-3小时,本溪关山湖风景区内,123.7761,41.3116,
本溪,仙女湖,风景名胜,全年,3.7,免费,2-3小时,本溪大峡谷(东北角),123.7761,41.3116,
本溪,本溪市牛心台清真寺,风景名胜,全年,3.5,免费,2-3小时,544乡道北50米,123.7761,41.3116,
本溪,本溪水洞风景区-观景台,风景名胜,全年,3.9,免费,2-3小时,谢家崴子村本溪水洞风景区内,123.7761,41.3116,
本溪,本溪工会辽宁职工文化广场,风景名胜,全年,3.5,免费,2-3小时,唐家路与卫育街交叉口西40米,123.7761,41.3116,
本溪,玉京山生态园-观景台,风景名胜,全年,3.9,免费,2-3小时,谢家崴子村本溪水洞风景区玉京山生态园内,123.7761,41.3116,
本溪,背阴汀铁路断桥,风景名胜,全年,3.9,免费,2-3小时,下深线西南30米,123.7761,41.3116,
本溪,塔峪寺,风景名胜,全年,3.6,免费,2-3小时,塔峪村程家沟,123.7761,41.3116,
本溪,药王寺,风景名胜,全年,3.9,免费,2-3小时,575乡道,123.7761,41.3116,
本溪,滴水寺,风景名胜,全年,3.5,免费,2-3小时,滴水洞自然保护区内,123.7761,41.3116,
本溪,沈阳药科大学南校区校前广场,风景名胜,全年,3.4,免费,2-3小时,华佗大街26号沈阳药科大学(南校区),123.7761,41.3116,
本溪,老边沟风景区(暂停开放),风景名胜,全年,4.3,免费,2-3小时,[],123.7761,41.3116,
本溪,滨枫园,风景名胜,全年,2.5,免费,2-3小时,溪湖大桥万有佳园对面,123.7761,41.3116,
本溪,龙门峡景区,风景名胜,全年,3.8,免费,2-3小时,小市镇关门山国家森林公园内,123.7761,41.3116,
本溪,大石湖(暂停开放),风景名胜,全年,4.7,免费,2-3小时,东营坊乡新城子村,123.7761,41.3116,
本溪,白石砬子,风景名胜,全年,3.7,免费,2-3小时,半王线,123.7761,41.3116,
本溪,杨靖宇纪念馆(暂停开放),风景名胜,全年,0.0,免费,2-3小时,枫述温泉酒店东北(胡汤线北),123.7761,41.3116,
本溪,迎宾广场,风景名胜,全年,3.8,免费,2-3小时,迎宾路209-2-7-1号附近,123.7761,41.3116,
本溪,欢喜岭文化广场,风景名胜,全年,3.5,免费,2-3小时,欢思线,123.7761,41.3116,
本溪,悬崖秋千,风景名胜,全年,3.5,免费,2-3小时,本溪大峡谷内(西侧),123.7761,41.3116,
本溪,本溪天著登山公园,风景名胜,全年,3.8,免费,2-3小时,温泉寺附近,123.7761,41.3116,
本溪,本溪龙道沟(暂停开放),风景名胜,全年,4.3,免费,2-3小时,滴田线,123.7761,41.3116,
本溪,两渡禅寺,风景名胜,全年,3.6,免费,2-3小时,后肖家河,123.7761,41.3116,
本溪,响水沟生态园,风景名胜,全年,3.5,免费,2-3小时,响水沟生态园(水洞路南),123.7761,41.3116,
本溪,八角池,风景名胜,全年,2.9,免费,2-3小时,平顶山森林公园-万佛窟景点南侧170米,123.7761,41.3116,
本溪,南芬区人民广场,风景名胜,全年,3.6,免费,2-3小时,中心路,123.7761,41.3116,
本溪,仲夏广场,风景名胜,全年,3.1,免费,2-3小时,市府北街26号,123.7761,41.3116,
本溪,玄妙阁,风景名胜,全年,3.2,免费,2-3小时,北光路与解放北二路交叉口东60米,123.7761,41.3116,
本溪,峡谷枫林,风景名胜,全年,3.6,免费,2-3小时,本溪大峡谷内(西侧),123.7761,41.3116,
本溪,本溪关山湖风景区-玻璃观景平台,风景名胜,全年,3.9,免费,2-3小时,小市镇陈英村本溪关山湖景区(东南角),123.7761,41.3116,
本溪,五彩湖瀑布,风景名胜,全年,3.7,免费,2-3小时,小市镇关山湖关门山国家森林公园内(西侧),123.7761,41.3116,
本溪,溪湖人防文化广场,风景名胜,全年,3.3,免费,2-3小时,峪中三道街,123.7761,41.3116,
本溪,东北第一桥,风景名胜,全年,3.6,免费,2-3小时,郭家街道办事处解放村,123.7761,41.3116,
本溪,王官冶铁遗址,风景名胜,全年,3.7,免费,2-3小时,[],123.7761,41.3116,
本溪,龙门峡景区-观光车乘降点,风景名胜,全年,3.7,免费,2-3小时,龙门峡景区内,123.7761,41.3116,
本溪,仙榆迎客,风景名胜,全年,3.7,免费,2-3小时,仙榆路5号,123.7761,41.3116,
本溪,观山湖溶洞,风景名胜,全年,3.9,免费,2-3小时,小市镇陈英村本溪关山湖景区(东南角),123.7761,41.3116,
本溪,滴财庙,风景名胜,全年,3.6,免费,2-3小时,小小线,123.7761,41.3116,
本溪,铁路转盘的投影民宿(本溪火车站店),风景名胜,全年,2.8,免费,2-3小时,铁宏巷与人民路交叉口西北40米,123.7761,41.3116,
本溪,沈阳药科大学(南校区)旱喷广场,风景名胜,全年,3.6,免费,2-3小时,华佗大街26号沈阳药科大学(南校区),123.7761,41.3116,
本溪,薛礼城风景区,风景名胜,全年,4.1,免费,2-3小时,草河城镇,123.7761,41.3116,
本溪,鸣翠谷景区,风景名胜,全年,3.8,免费,2-3小时,小市镇关门山国家森林公园内(东侧),123.7761,41.3116,
本溪,长岭细河沿古道,风景名胜,全年,3.6,免费,2-3小时,下深线与柏南线交叉口西南260米,123.7761,41.3116,
本溪,洋湖沟,风景名胜,全年,4.5,免费,2-3小时,[],123.7761,41.3116,
本溪,玉京山生态园,风景名胜,全年,3.4,免费,2-3小时,谢家崴子村本溪水洞景区内(南侧),123.7761,41.3116,
本溪,洋街旧址,风景名胜,全年,3.3,免费,2-3小时,峪中一道街与民主路交叉口东南20米,123.7761,41.3116,
本溪,天缘寺,风景名胜,全年,3.7,免费,2-3小时,天缘寺(小右线南),123.7761,41.3116,
本溪,本溪关山湖景区心洞,风景名胜,全年,4.0,免费,2-3小时,本溪关山湖风景区野人谷东侧300米,123.7761,41.3116,
本溪,湖里景区,风景名胜,全年,4.3,免费,2-3小时,东营房乡,123.7761,41.3116,
本溪,观音寺,风景名胜,全年,3.8,免费,2-3小时,小市镇关山湖关门山国家森林公园内(西侧),123.7761,41.3116,
本溪,本溪水洞-休闲活动区,风景名胜,全年,3.8,免费,2-3小时,小市镇谢家崴子村本溪水洞内,123.7761,41.3116,
本溪,初心亭,风景名胜,全年,3.5,免费,2-3小时,中兴路与中兴二路交叉口东北200米,123.7761,41.3116,
本溪,小黄山景区-主峰,风景名胜,全年,3.8,免费,2-3小时,小市镇政府路186号关门山国家森林公园(西北角),123.7761,41.3116,
本溪,五峰观,风景名胜,全年,3.8,免费,2-3小时,[],123.7761,41.3116,
本溪,青云山风景区-冰雪嘉年华,风景名胜,全年,3.0,免费,2-3小时,G1113丹阜高速入口与天门路交叉口西南280米,123.7761,41.3116,
本溪,本钢平东园-东二门人行门,风景名胜,全年,2.6,免费,2-3小时,前进街与平山二道街交叉口西20米,123.7761,41.3116,
本溪,大地森林公园(暂停开放),风景名胜,全年,4.4,免费,2-3小时,东营房乡,123.7761,41.3116,
本溪,新玛特老庙,风景名胜,全年,3.5,免费,2-3小时,解放南路8b号,123.7761,41.3116,
本溪,关门山景区瀑布,风景名胜,全年,3.5,免费,2-3小时,月亮湾西侧260米,123.7761,41.3116,
本溪,辽宁本溪铁刹山景区-国家地质公园,风景名胜,全年,3.9,免费,2-3小时,田师傅镇铁刹山,123.7761,41.3116,
本溪,枫后,风景名胜,全年,3.6,免费,2-3小时,[],123.7761,41.3116,
本溪,本溪关山湖风景区-空客A320模型飞机,风景名胜,全年,3.9,免费,2-3小时,小市镇陈英村本溪关山湖景区(东南角),123.7761,41.3116,
本溪,后大湖,风景名胜,全年,3.8,免费,2-3小时,草河掌镇胡家堡子村,123.7761,41.3116,
本溪,兰河峪风景区,风景名胜,全年,4.3,免费,2-3小时,203省道附近,123.7761,41.3116,
本溪,偶尔小憩,风景名胜,全年,3.5,免费,2-3小时,小市镇关山湖关门山国家森林公园内(西侧),123.7761,41.3116,
本溪,抗联秘密交通站遗址,风景名胜,全年,3.6,免费,2-3小时,小市镇关山湖关门山国家森林公园内(西侧),123.7761,41.3116,
本溪,本溪水洞景区-古生物硅化园,风景名胜,全年,3.3,免费,2-3小时,小市镇本溪水洞景区内,123.7761,41.3116,
本溪,后大湖瀑布,风景名胜,全年,4.0,免费,2-3小时,[],123.7761,41.3116,
本溪,龙缘广场,风景名胜,全年,3.5,免费,2-3小时,540乡道与郭家南路交叉口西80米,123.7761,41.3116,
本溪,本溪市悟中寺,风景名胜,全年,3.2,免费,2-3小时,沈环线,123.7761,41.3116,
