城市,景点名称,类型,最佳季节,评分,门票价格,推荐游玩时长,简介,经度,纬度,电话
鞍山,湖南公园,风景名胜,全年,4.1,免费,2-3小时,长兴街,,,
鞍山,千山湾,风景名胜,全年,4.4,免费,2-3小时,千山东路435号,,,
鞍山,对桩石风景区,风景名胜,全年,4.4,免费,2-3小时,[],,,
鞍山,鞍钢雷锋纪念馆,风景名胜,全年,0.0,免费,2-3小时,一钢路与钢南路交叉口东220米,,,
鞍山,千山风景区-五龙宫,风景名胜,全年,4.4,免费,2-3小时,千山风景区内(南侧),,,
鞍山,鞍山兴盛基督教堂,风景名胜,全年,4.1,免费,2-3小时,民北街5甲,,,
鞍山,东山风景区-佛光寺,风景名胜,全年,4.1,免费,2-3小时,槐香路东150米,,,
鞍山,yoyo公园,风景名胜,全年,4.2,免费,2-3小时,解放东路鼎龙国际小区旁,,,
鞍山,运粮河湿地公园,风景名胜,全年,4.3,免费,2-3小时,千山西路辅路与盛达路交叉口西140米,,,
鞍山,大孤山铁矿矿坑观景台,风景名胜,全年,4.3,免费,2-3小时,铁南东街1004号,,,
鞍山,鞍山动物园-大熊猫馆,风景名胜,全年,4.0,免费,2-3小时,千山中路,,,
鞍山,石头记千山大观园,风景名胜,全年,4.4,免费,2-3小时,七岭子村2188号,,,
鞍山,双龙山旅游景区,风景名胜,全年,4.1,免费,2-3小时,鞍羊线与宁东线交汇南670米,,,
鞍山,幽冥宫,风景名胜,全年,4.3,免费,2-3小时,鞍羊线与宁东线交汇南670米正东方向110米,,,
鞍山,鞍山烈士纪念馆,风景名胜,全年,4.1,免费,2-3小时,东民生路25号,,,
鞍山,仙人台,风景名胜,全年,4.1,免费,2-3小时,千山风景名胜区,,,
鞍山,对炉山,风景名胜,全年,3.9,免费,2-3小时,团结街,,,
鞍山,祥云寺,风景名胜,全年,4.3,免费,2-3小时,唐家房镇西果园村,,,
鞍山,万水河公园,风景名胜,全年,4.2,免费,2-3小时,鞍千路鞍山市第一中学(新校区)旁,,,
鞍山,千山积翠门,风景名胜,全年,4.3,免费,2-3小时,仙人台国家森林公园,,,
鞍山,香岩寺,风景名胜,全年,4.2,免费,2-3小时,鞍下线仙人台附近,,,
鞍山,灵山寺,风景名胜,全年,4.3,免费,2-3小时,羊草庄路中冶东北建设工业园体育馆北,,,
鞍山,龙宫温泉,风景名胜,全年,4.2,免费,2-3小时,温泉路1号,,,
鞍山,千山-古道关,风景名胜,全年,4.1,免费,2-3小时,千山东路79号千山风景区内(西侧),,,
鞍山,三江跃虎城,风景名胜,全年,4.4,免费,2-3小时,鞍海路48栋,,,
鞍山,慈航寺,风景名胜,全年,4.3,免费,2-3小时,温泉街道韩家峪村357号,,,
鞍山,双潭公园,风景名胜,全年,4.0,免费,2-3小时,深沟寺街道深沟寺六区,,,
鞍山,大安寺,风景名胜,全年,4.2,免费,2-3小时,仙人台国家森林公园,,,
鞍山,科大天桥,风景名胜,全年,3.9,免费,2-3小时,致远路与明德路交叉口西北160米,,,
鞍山,中会寺,风景名胜,全年,4.2,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,,,
鞍山,千山风景区-五佛顶景区,风景名胜,全年,4.0,免费,2-3小时,千山东路千山风景名胜区内,,,
鞍山,皈源寺,风景名胜,全年,4.2,免费,2-3小时,大孤山街道千山风景区鞍下线,,,
鞍山,铁西恩惠基督教堂,风景名胜,全年,4.0,免费,2-3小时,铁西三道街52甲-S17-20,,,
鞍山,千山风景区-龙泉寺,风景名胜,全年,4.1,免费,2-3小时,千山风景区内(西侧),,,
鞍山,学校入学门,风景名胜,全年,4.1,免费,2-3小时,第二十七中学附近,,,
鞍山,鞍山驿堡,风景名胜,全年,4.0,免费,2-3小时,东矿街,,,
鞍山,无量观,风景名胜,全年,4.1,免费,2-3小时,千山风景区内(西侧),,,
鞍山,鞍山市二一九公园手划船,风景名胜,全年,4.0,免费,2-3小时,工农街与园林大道交叉口东360米,,,
鞍山,万水河公园(北区),风景名胜,全年,4.1,免费,2-3小时,万水河北路与胜利北路交汇处,,,
鞍山,擢秀园(不对外开放),风景名胜,全年,3.8,免费,2-3小时,钢西路,,,
鞍山,玉佛苑天王殿,风景名胜,全年,3.9,免费,2-3小时,绿化街58号玉佛苑,,,
鞍山,鞍钢记忆钢铁主题公园,风景名胜,全年,3.9,免费,2-3小时,环钢路1号鞍钢博物馆,,,
鞍山,上对桩石村-龙王庙,风景名胜,全年,4.2,免费,2-3小时,鞍山赵祺宠物训练寄养学校西侧,,,
鞍山,千山风景区-大佛寺,风景名胜,全年,4.1,免费,2-3小时,千山风景区内(西侧),,,
鞍山,火炬广场,风景名胜,全年,4.0,免费,2-3小时,火炬广场西50米,,,
鞍山,公园1953体育公园,风景名胜,全年,4.1,免费,2-3小时,矿工路北侧,,,
鞍山,娘娘庙,风景名胜,全年,4.2,免费,2-3小时,汤岗子街道,,,
鞍山,花神庙,风景名胜,全年,4.1,免费,2-3小时,通海大道,,,
鞍山,天源吉布世温泉水乐园,住宿服务,全年,4.3,免费,2-3小时,耿庄镇三星生态农业有限公司,,,
鞍山,健身广场,风景名胜,全年,3.8,免费,2-3小时,深南街道深沟寺2区,,,
鞍山,井井寮旧址,风景名胜,全年,3.9,免费,2-3小时,五一路与东山街交叉口西北40米,,,
鞍山,千山风景区-灵岩寺,风景名胜,全年,4.0,免费,2-3小时,千山风景区,,,
鞍山,7号桥廉政公园,风景名胜,全年,4.1,免费,2-3小时,千山东路702号,,,
鞍山,老院子动物园,风景名胜,全年,4.3,免费,2-3小时,连鞍线韩家峪村老院子景区内(西南角),,,
鞍山,千山-财神庙,风景名胜,全年,4.0,免费,2-3小时,千山东路1号天上天景区内,,,
鞍山,滨河公园,风景名胜,全年,4.1,免费,2-3小时,腾鳌经济开发区,,,
鞍山,沙河基督教堂,风景名胜,全年,3.9,免费,2-3小时,万胜街83甲号,,,
鞍山,西苑牌楼,风景名胜,全年,3.9,免费,2-3小时,西解放路555号,,,
鞍山,太和宫,风景名胜,全年,3.9,免费,2-3小时,仙人台国家森林公园,,,
鞍山,樱山体育公园,风景名胜,全年,4.0,免费,2-3小时,[],,,
鞍山,鞍山市铁西区沟家寨天主教堂,风景名胜,全年,3.9,免费,2-3小时,南三环北侧沟家寨村委会后骆驼山对面,,,
鞍山,凤之舞广场,风景名胜,全年,3.5,免费,2-3小时,千山中路108号,,,
鞍山,抗战文化博览园,风景名胜,全年,3.7,免费,2-3小时,中兴路西100米,,,
鞍山,月明山,风景名胜,全年,4.0,免费,2-3小时,[],,,
鞍山,平安寺,风景名胜,全年,4.0,免费,2-3小时,唐家房镇鸡王屯村,,,
鞍山,夹扁石,风景名胜,全年,3.9,免费,2-3小时,千山东路1号天上天景区内,,,
鞍山,闪闪游乐园,风景名胜,全年,3.8,免费,2-3小时,鞍山动物园,,,
鞍山,厝石山公园,风景名胜,全年,4.4,免费,2-3小时,公园街,,,
鞍山,炼铁桥洞,风景名胜,全年,3.9,免费,2-3小时,和平路1号,,,
鞍山,千山风景区-大佛景区,风景名胜,全年,3.7,免费,2-3小时,千山东路千山风景名胜区,,,
鞍山,浪漫小镇,风景名胜,全年,4.2,免费,2-3小时,湖畔小镇东北侧110米,,,
鞍山,瑶瑟台,风景名胜,全年,3.8,免费,2-3小时,玉岱美庐西北侧290米,,,
鞍山,烈士山公园-英泽湖,风景名胜,全年,3.6,免费,2-3小时,烈士山公园(东南角),,,
鞍山,金宠驿西高地,风景名胜,全年,4.1,免费,2-3小时,千山西路536号,,,
鞍山,鞍山青籽世家玉石博物馆,风景名胜,全年,4.1,免费,2-3小时,立山区高新区临城街1栋,,,
鞍山,鞍山市人民公园,风景名胜,全年,4.3,免费,2-3小时,胜利宾馆对面,,,
鞍山,乾隆绿道,风景名胜,全年,4.4,免费,2-3小时,西沟,,,
鞍山,红楼-1953文旅小镇,风景名胜,全年,3.9,免费,2-3小时,解放东路南铁北东街西,,,
鞍山,天外天,风景名胜,全年,3.9,免费,2-3小时,千山东路1号天上天景区内,,,
鞍山,千山风景区-中会寺山门,风景名胜,全年,4.0,免费,2-3小时,中会寺,,,
鞍山,东鞍山铁矿观景台,风景名胜,全年,3.8,免费,2-3小时,[],,,
鞍山,祖树园,风景名胜,全年,3.9,免费,2-3小时,下上线西100米,,,
鞍山,静湖公园,风景名胜,全年,3.9,免费,2-3小时,中华南路243号,,,
鞍山,一线天,风景名胜,全年,3.9,免费,2-3小时,千山东路1号天上天景区内,,,
鞍山,汤岗子热矿泥温泉,风景名胜,全年,4.0,免费,2-3小时,汤岗子镇温泉街1号,,,
鞍山,青云观,风景名胜,全年,3.8,免费,2-3小时,千山风景区-五佛顶景区内,,,
鞍山,湖南公园廉洁文化主题公园,风景名胜,全年,3.6,免费,2-3小时,湖南街与莘英路交叉口湖南公园(东北角),,,
鞍山,四方台烽火台,风景名胜,全年,3.7,免费,2-3小时,建国大道与四方台立交桥交叉口东南100米,,,
鞍山,千山古道关薛仁贵跃马东征雕塑,风景名胜,全年,3.7,免费,2-3小时,古道关内,,,
鞍山,五一路口袋公园,风景名胜,全年,3.6,免费,2-3小时,五一路64号甲1号,,,
鞍山,调军台公园,风景名胜,全年,3.8,免费,2-3小时,亚世光电股份有限公司北(越岭路),,,
鞍山,对桩石怪坡,风景名胜,全年,3.8,免费,2-3小时,[],,,
鞍山,深沟寺广场,风景名胜,全年,3.7,免费,2-3小时,莘英路深沟寺六区,,,
鞍山,鞍山市革命烈士纪念碑,风景名胜,全年,3.6,免费,2-3小时,东民生路25号,,,
鞍山,桃花溪谷,风景名胜,全年,3.9,免费,2-3小时,千山风景区内(西侧),,,
鞍山,千山-太和宫-山门,风景名胜,全年,4.0,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园太和宫内(东南角),,,
鞍山,玉佛山风景区-怀香园,风景名胜,全年,3.8,免费,2-3小时,绿化街58号,,,
鞍山,名山地藏寺,风景名胜,全年,4.1,免费,2-3小时,福安路,,,
鞍山,宝泉观道家寺庙,风景名胜,全年,4.0,免费,2-3小时,[],,,
鞍山,鞍钢孟泰纪念馆,风景名胜,全年,0.0,免费,2-3小时,烧结路与柳西街交叉口西南340米,,,
鞍山,腾鳌古镇,风景名胜,全年,3.8,免费,2-3小时,腾苏线西侧,,,
鞍山,花溪地公园,风景名胜,全年,4.3,免费,2-3小时,兴海街道-开发区二台子唯美品格南门,,,
鞍山,慈化寺,风景名胜,全年,4.0,免费,2-3小时,甘泉镇,,,
鞍山,北关转盘,风景名胜,全年,4.3,免费,2-3小时,中街北路与白杨南街交叉口南60米,,,
鞍山,五龙宫-五龙宫牌坊,风景名胜,全年,3.9,免费,2-3小时,千山东路1-12五龙宫内,,,
鞍山,郎家厂烈士陵园,生活服务,全年,0.0,免费,2-3小时,391乡道附近,,,
鞍山,药王庙,风景名胜,全年,3.9,免费,2-3小时,温泉街道西荒地,,,
鞍山,北海汇温泉度假温泉,风景名胜,全年,3.9,免费,2-3小时,"温泉街道千山路倪家台村,近天龙温泉村(清水湾村附近)景区大门口",,,
鞍山,云潭,风景名胜,全年,4.0,免费,2-3小时,千山风景区内(西侧),,,
鞍山,大安寺-山门,风景名胜,全年,3.9,免费,2-3小时,大安寺内(南侧),,,
鞍山,灵岩寺-山门,风景名胜,全年,3.8,免费,2-3小时,千山东路1-8灵岩寺内,,,
鞍山,石榴广场,风景名胜,全年,3.7,免费,2-3小时,星火街与千山西路交叉口西160米,,,
鞍山,园通观,风景名胜,全年,3.8,免费,2-3小时,千山东路1号千山风景区(西南角),,,
鞍山,鞍山眼镜湖,风景名胜,全年,3.6,免费,2-3小时,绥化街与木兰街交叉口西100米,,,
鞍山,山南就业广场,风景名胜,全年,3.7,免费,2-3小时,山南街86号,,,
鞍山,口袋公园,风景名胜,全年,3.8,免费,2-3小时,高新万科城北侧,,,
鞍山,双龙山公园,风景名胜,全年,4.1,免费,2-3小时,双龙山,,,
鞍山,大佛寺山门,风景名胜,全年,3.7,免费,2-3小时,千山风景区-大佛寺东北侧160米,,,
鞍山,海城市腾鳌镇清真寺,风景名胜,全年,3.8,免费,2-3小时,永安街与新城路交叉口东120米,,,
鞍山,无量观广场,风景名胜,全年,3.8,免费,2-3小时,千山风景区,,,
鞍山,普安观,风景名胜,全年,3.8,免费,2-3小时,千山东路1-15号,,,
鞍山,圣仙宫遗址,风景名胜,全年,3.8,免费,2-3小时,仙人台国家森林公园,,,
鞍山,古刹龙泉,风景名胜,全年,3.8,免费,2-3小时,千山风景区-龙泉寺,,,
鞍山,天上天景区,风景名胜,全年,3.7,免费,2-3小时,千山风景区内(西侧),,,
鞍山,慈祥观,风景名胜,全年,3.9,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,,,
鞍山,斗姆宫遗址,风景名胜,全年,3.9,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,,,
鞍山,财神殿,风景名胜,全年,3.8,免费,2-3小时,千山风景区内(西侧),,,
鞍山,千山金刚峰,风景名胜,全年,3.8,免费,2-3小时,仙人台国家森林公园,,,
鞍山,三学寺,风景名胜,全年,4.4,免费,2-3小时,三义街(乾隆巷西),,,
鞍山,219湖边凉亭,风景名胜,全年,3.7,免费,2-3小时,园林路64号玉佛山风景区-二一九公园(东南角),,,
鞍山,玉龙河公园,风景名胜,全年,3.9,免费,2-3小时,[],,,
鞍山,樊梨花山寨广场,风景名胜,全年,3.8,免费,2-3小时,连鞍线,,,
鞍山,山西会馆,风景名胜,全年,4.3,免费,2-3小时,环城西路与筢头街交叉口西120米,,,
鞍山,老年公园,风景名胜,全年,3.6,免费,2-3小时,迎宾街16号,,,
鞍山,明长城-千山段-边台子长城遗址,风景名胜,全年,3.8,免费,2-3小时,汤析线,,,
鞍山,百岁崖,风景名胜,全年,3.7,免费,2-3小时,[],,,
鞍山,河滨公园,风景名胜,全年,4.2,免费,2-3小时,光明路13号,,,
鞍山,五佛顶索道上站,风景名胜,全年,3.7,免费,2-3小时,千山风景区内(西侧),,,
鞍山,圣恩堂,风景名胜,全年,3.7,免费,2-3小时,紫云东方喜悦惠民街122-19-S7圣恩堂,,,
鞍山,钒熙公园,风景名胜,全年,3.5,免费,2-3小时,环钢路与中央大道交叉口西南100米,,,
鞍山,古城公园,风景名胜,全年,3.8,免费,2-3小时,东矿街与建国大道交叉口东南200米,,,
鞍山,斗姥宫,风景名胜,全年,3.7,免费,2-3小时,鞍上线西南侧,,,
鞍山,英摩路山顶广场,风景名胜,全年,3.9,免费,2-3小时,[],,,
鞍山,南台地藏寺,风景名胜,全年,4.0,免费,2-3小时,[],,,
鞍山,保宁寺,风景名胜,全年,3.9,免费,2-3小时,[],,,
鞍山,千山风景区-弥勒宝塔,风景名胜,全年,3.7,免费,2-3小时,千山东路79号千山风景名胜区大佛景区内,,,
鞍山,玉皇庙,风景名胜,全年,4.2,免费,2-3小时,同泽路,,,
鞍山,无极九天玄女宫,风景名胜,全年,3.7,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,,,
鞍山,镇宁寺,风景名胜,全年,3.9,免费,2-3小时,399乡道与兰唐线交叉口南200米,,,
鞍山,大悲古寺(不对外开放),风景名胜,全年,4.3,免费,2-3小时,毛祁镇赵八里村16号,,,
鞍山,辽宁科技大学-博雅广场,风景名胜,全年,3.9,免费,2-3小时,高新区千山中路189号辽宁科技大学,,,
鞍山,千山大安寺客堂,风景名胜,全年,3.6,免费,2-3小时,千山风景区内(南侧),,,
鞍山,莲花寺,风景名胜,全年,4.1,免费,2-3小时,拦河村,,,
鞍山,鞍山市摩云山梨花谷,风景名胜,全年,3.8,免费,2-3小时,摩云山大豹子峪梨花谷,,,
鞍山,鎏金庵关帝庙,风景名胜,全年,3.8,免费,2-3小时,千山东路79号千山风景名胜区内,,,
鞍山,关帝庙,风景名胜,全年,3.8,免费,2-3小时,[],,,
鞍山,掩体遗址,风景名胜,全年,3.9,免费,2-3小时,孟深街西150米,,,
鞍山,新堡保安寺,风景名胜,全年,3.7,免费,2-3小时,雪莲超市北侧110米,,,
鞍山,鞍山石头城,风景名胜,全年,3.7,免费,2-3小时,宁东线双龙山旅游景区,,,
鞍山,千山风景区-天上天广场,风景名胜,全年,3.7,免费,2-3小时,千山风景区,,,
鞍山,街心公园,风景名胜,全年,3.8,免费,2-3小时,汤岗子镇,,,
鞍山,耿庄刘家村顾家套子灵光寺,风景名胜,全年,3.7,免费,2-3小时,耿庄镇刘家村顾家套子,,,
鞍山,千山风景区-祖越寺,风景名胜,全年,3.7,免费,2-3小时,千山东路1-6号,,,
鞍山,千山-天成弥勒道场,风景名胜,全年,3.5,免费,2-3小时,千山东路79号千山风景名胜区大佛景区内,,,
鞍山,鞍山奥体冰雪嘉年华,风景名胜,全年,3.2,免费,2-3小时,达道湾街道辽宁省鞍山市铁西区千山西路鞍山奥体中心,,,
鞍山,基督教堂,风景名胜,全年,4.0,免费,2-3小时,站前路24号,,,
鞍山,鞍山市大孤山基督教活动点,风景名胜,全年,3.6,免费,2-3小时,[],,,
鞍山,千山斗姥宫,风景名胜,全年,3.6,免费,2-3小时,仙人台国家森林公园,,,
鞍山,背荫观,风景名胜,全年,3.7,免费,2-3小时,马驿屯骆驼山东峰,,,
鞍山,汤岗子温泉旅游度假区-亭子,风景名胜,全年,3.6,免费,2-3小时,汤岗子镇温泉街1号汤岗子温泉旅游度假区内,,,
鞍山,二一九公园-城市客厅,风景名胜,全年,3.4,免费,2-3小时,园林大道二一九公园内,,,
鞍山,美凌湖公园,风景名胜,全年,3.8,免费,2-3小时,[],,,
鞍山,烈士山公园-山湖广场,风景名胜,全年,3.4,免费,2-3小时,烈士山公园(东北角),,,
鞍山,张中堡综合文化广场,风景名胜,全年,3.6,免费,2-3小时,310县道张中堡综合文化广场附近,,,
鞍山,大佛索道,风景名胜,全年,3.5,免费,2-3小时,千山风景区(西南角),,,
鞍山,孔雀园,风景名胜,全年,3.4,免费,2-3小时,千山中路,,,
鞍山,西鞍山古矿洞遗址,风景名胜,全年,3.6,免费,2-3小时,东矿街211号1,,,
